TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper	N_Paper_Total
SIX4	51804	human	TRUE	0	0	FALSE	FALSE	2	133
SNAI3	333929	human	TRUE	0	0	FALSE	FALSE	2	36
SNIP1	79753	human	FALSE	0	0	FALSE	FALSE	2	45
SOX14	8403	human	TRUE	0	0	FALSE	FALSE	2	58
SP5	389058	human	TRUE	0	0	FALSE	FALSE	2	266
SRRT	51593	human	FALSE	0	0	FALSE	FALSE	2	47
STAB1	23166	human	FALSE	0	0	FALSE	FALSE	2	119
TAF4B	6875	human	FALSE	0	0	FALSE	FALSE	2	61
TAF5	6877	human	FALSE	0	0	FALSE	FALSE	2	49
TARDBP	23435	human	FALSE	0	0	FALSE	FALSE	2	512
TBPL1	9519	human	TRUE	0	0	FALSE	FALSE	2	29
TBX18	9096	human	TRUE	0	0	FALSE	FALSE	2	183
TCFL5	10732	human	TRUE	0	0	FALSE	FALSE	2	15
TCP1	6950	human	FALSE	0	0	FALSE	FALSE	2	265
TFAP2E	339488	human	TRUE	0	0	FALSE	FALSE	2	24
TFCP2L1	29842	human	TRUE	0	0	FALSE	FALSE	2	47
TFDP3	51270	human	TRUE	0	0	FALSE	FALSE	2	13
THRAP3	9967	human	FALSE	0	0	FALSE	FALSE	2	36
TIAL1	7073	human	FALSE	0	0	FALSE	FALSE	2	137
TLX2	3196	human	TRUE	0	0	FALSE	FALSE	2	69
TOP2A	7153	human	FALSE	0	0	FALSE	FALSE	2	877
TRIM13	10206	human	FALSE	0	0	FALSE	FALSE	2	34
TRIM16	10626	human	FALSE	0	0	FALSE	FALSE	2	61
TRIM32	22954	human	FALSE	0	0	FALSE	FALSE	2	168
TRIP6	7205	human	FALSE	0	0	FALSE	FALSE	2	74
UBP1	7342	human	TRUE	0	0	FALSE	FALSE	2	69
UPF2	26019	human	FALSE	0	0	FALSE	FALSE	2	189
VAV1	7409	human	FALSE	0	0	FALSE	FALSE	2	886
VENTX	27287	human	TRUE	0	0	FALSE	FALSE	2	26
VSX1	30813	human	TRUE	0	0	FALSE	FALSE	2	118
ZBED6	100381270	human	TRUE	0	0	FALSE	FALSE	2	24
ZBTB3	79842	human	TRUE	0	0	FALSE	FALSE	2	8
ZBTB32	27033	human	TRUE	0	0	FALSE	FALSE	2	17
ZBTB38	253461	human	TRUE	0	0	FALSE	FALSE	2	45
ZFAT	57623	human	TRUE	0	0	FALSE	FALSE	2	76
ZNF175	7728	human	TRUE	0	0	FALSE	FALSE	2	12
ZNF205	7755	human	TRUE	0	0	FALSE	FALSE	2	6
ZNF219	51222	human	TRUE	0	0	FALSE	FALSE	2	15
ZNF239	8187	human	TRUE	0	0	FALSE	FALSE	2	7
ZNF263	10127	human	TRUE	0	0	FALSE	FALSE	2	25
ZNF322	79692	human	TRUE	0	0	FALSE	FALSE	2	4
ZNRD1	30834	human	FALSE	0	0	FALSE	FALSE	2	57
ZSCAN10	84891	human	TRUE	0	0	FALSE	FALSE	2	20
ACTRT1	139741	human	FALSE	0	0	FALSE	FALSE	1	NA
ALX1	8092	human	TRUE	0	0	FALSE	FALSE	1	96
ALX3	257	human	TRUE	0	0	FALSE	FALSE	1	66
APOE	348	human	FALSE	0	0	FALSE	FALSE	1	NA
BARX1	56033	human	TRUE	0	0	FALSE	FALSE	1	101
BBX	56987	human	TRUE	0	0	FALSE	FALSE	1	75
BCHE	590	human	FALSE	0	0	FALSE	FALSE	1	2205
BCL9	607	human	FALSE	0	0	FALSE	FALSE	1	168
BNC2	54796	human	TRUE	0	0	FALSE	FALSE	1	82
BRF2	55290	human	FALSE	0	0	FALSE	FALSE	1	57
BTF3	689	human	FALSE	0	0	FALSE	FALSE	1	93
CBX2	84733	human	TRUE	0	0	FALSE	FALSE	1	116
CBX6	23466	human	FALSE	0	0	FALSE	FALSE	1	30
CD7	924	human	FALSE	0	0	FALSE	FALSE	1	2391
CDH5	1003	human	FALSE	0	0	FALSE	FALSE	1	NA
CORO2A	7464	human	FALSE	0	0	FALSE	FALSE	1	7
CREB5	9586	human	TRUE	0	0	FALSE	FALSE	1	53
CREBRF	153222	human	FALSE	0	0	FALSE	FALSE	1	28
CREBZF	58487	human	TRUE	0	0	FALSE	FALSE	1	44
CREG1	8804	human	FALSE	0	0	FALSE	FALSE	1	59
CSNK2B	1460	human	FALSE	0	0	FALSE	FALSE	1	39
CTF1	1489	human	FALSE	0	0	FALSE	FALSE	1	72
CXXC5	51523	human	TRUE	0	0	FALSE	FALSE	1	70
CYTH3	9265	human	FALSE	0	0	FALSE	FALSE	1	6
DACH2	117154	human	TRUE	0	0	FALSE	FALSE	1	36
DDX54	79039	human	FALSE	0	0	FALSE	FALSE	1	12
DEDD	9191	human	FALSE	0	0	FALSE	FALSE	1	113
DENND4A	10260	human	FALSE	0	0	FALSE	FALSE	1	23
DLAT	1737	human	FALSE	0	0	FALSE	FALSE	1	101
DMRTA1	63951	human	TRUE	0	0	FALSE	FALSE	1	14
DMRTB1	63948	human	TRUE	0	0	FALSE	FALSE	1	8
DNAJC2	27000	human	FALSE	0	0	FALSE	FALSE	1	36
DNTTIP1	116092	human	TRUE	0	0	FALSE	FALSE	1	15
DPF1	8193	human	TRUE	0	0	FALSE	FALSE	1	29
DPRX	503834	human	TRUE	0	0	FALSE	FALSE	1	11
DTX1	1840	human	FALSE	0	0	FALSE	FALSE	1	164
DUXA	503835	human	TRUE	0	0	FALSE	FALSE	1	10
EEA1	8411	human	TRUE	0	0	FALSE	FALSE	1	605
EIF1	10209	human	FALSE	0	0	FALSE	FALSE	1	161
ELANE	1991	human	FALSE	0	0	FALSE	FALSE	1	210
ELL3	80237	human	FALSE	0	0	FALSE	FALSE	1	15
ELP2	55250	human	FALSE	0	0	FALSE	FALSE	1	51
EMG1	10436	human	FALSE	0	0	FALSE	FALSE	1	30
ENOPH1	58478	human	FALSE	0	0	FALSE	FALSE	1	10
EPC1	80314	human	FALSE	0	0	FALSE	FALSE	1	86
EPHB4	2050	human	FALSE	0	0	FALSE	FALSE	1	699
ERAL1	26284	human	FALSE	0	0	FALSE	FALSE	1	12
EYA2	2139	human	FALSE	0	0	FALSE	FALSE	1	104
FGF19	9965	human	FALSE	0	0	FALSE	FALSE	1	NA
FIGLA	344018	human	TRUE	0	0	FALSE	FALSE	1	94
FIZ1	84922	human	TRUE	0	0	FALSE	FALSE	1	16
FOXO6	100132074	human	TRUE	0	0	FALSE	FALSE	1	91
FOXP4	116113	human	TRUE	0	0	FALSE	FALSE	1	84
FUBP3	8939	human	FALSE	0	0	FALSE	FALSE	1	17
GMEB1	10691	human	TRUE	0	0	FALSE	FALSE	1	20
GRHL1	29841	human	TRUE	0	0	FALSE	FALSE	1	46
GTF2A2	2958	human	FALSE	0	0	FALSE	FALSE	1	3
GTF2E1	2960	human	FALSE	0	0	FALSE	FALSE	1	5
GZF1	64412	human	TRUE	0	0	FALSE	FALSE	1	8
HAX1	10456	human	FALSE	0	0	FALSE	FALSE	1	219
HDX	139324	human	TRUE	0	0	FALSE	FALSE	1	844
HES2	54626	human	TRUE	0	0	FALSE	FALSE	1	55
HIST1H1B	3009	human	FALSE	0	0	FALSE	FALSE	1	13
HIST2H2AC	8338	human	FALSE	0	0	FALSE	FALSE	1	3
HIST3H2BB	128312	human	FALSE	0	0	FALSE	FALSE	1	2
HIVEP1	3096	human	TRUE	0	0	FALSE	FALSE	1	47
HMBOX1	79618	human	TRUE	0	0	FALSE	FALSE	1	39
HMGXB4	10042	human	FALSE	0	0	FALSE	FALSE	1	NA
HOXA4	3201	human	TRUE	0	0	FALSE	FALSE	1	162
HOXB6	3216	human	TRUE	0	0	FALSE	FALSE	1	87
HOXD3	3232	human	TRUE	0	0	FALSE	FALSE	1	101
HOXD9	3235	human	TRUE	0	0	FALSE	FALSE	1	99
HSD17B4	3295	human	FALSE	0	0	FALSE	FALSE	1	194
HSF5	124535	human	TRUE	0	0	FALSE	FALSE	1	14
IER2	9592	human	FALSE	0	0	FALSE	FALSE	1	39
IKZF4	64375	human	TRUE	0	0	FALSE	FALSE	1	23
IL16	3603	human	FALSE	0	0	FALSE	FALSE	1	117
IL33	90865	human	FALSE	0	0	FALSE	FALSE	1	1530
INSM2	84684	human	TRUE	0	0	FALSE	FALSE	1	4
INTS13	55726	human	FALSE	0	0	FALSE	FALSE	1	3
IRF2BP2	359948	human	FALSE	0	0	FALSE	FALSE	1	61
IRX2	153572	human	TRUE	0	0	FALSE	FALSE	1	72
IRX5	10265	human	TRUE	0	0	FALSE	FALSE	1	97
JAZF1	221895	human	TRUE	0	0	FALSE	FALSE	1	211
KCNH8	131096	human	FALSE	0	0	FALSE	FALSE	1	11
KLF14	136259	human	TRUE	0	0	FALSE	FALSE	1	91
KLF17	128209	human	TRUE	0	0	FALSE	FALSE	1	57
KRT3	3850	human	FALSE	0	0	FALSE	FALSE	1	66
L3MBTL2	83746	human	FALSE	0	0	FALSE	FALSE	1	26
LCN2	3934	human	FALSE	0	0	FALSE	FALSE	1	NA
LDB2	9079	human	FALSE	0	0	FALSE	FALSE	1	77
LEUTX	342900	human	TRUE	0	0	FALSE	FALSE	1	10
LGR4	55366	human	FALSE	0	0	FALSE	FALSE	1	NA
LIMD1	8994	human	FALSE	0	0	FALSE	FALSE	1	59
LMO3	55885	human	FALSE	0	0	FALSE	FALSE	1	61
LMO7	4008	human	FALSE	0	0	FALSE	FALSE	1	63
LTF	4057	human	TRUE	0	0	FALSE	FALSE	1	1133
MAPK9	5601	human	FALSE	0	0	FALSE	FALSE	1	70
MED10	84246	human	FALSE	0	0	FALSE	FALSE	1	24
MED6	10001	human	FALSE	0	0	FALSE	FALSE	1	72
MED8	112950	human	FALSE	0	0	FALSE	FALSE	1	42
MEFV	4210	human	FALSE	0	0	FALSE	FALSE	1	1590
MEIS3	56917	human	TRUE	0	0	FALSE	FALSE	1	38
MESP2	145873	human	TRUE	0	0	FALSE	FALSE	1	98
MMP20	9313	human	FALSE	0	0	FALSE	FALSE	1	209
MSGN1	343930	human	TRUE	0	0	FALSE	FALSE	1	30
MTERF1	7978	human	TRUE	0	0	FALSE	FALSE	1	50
MTERF2	80298	human	TRUE	0	0	FALSE	FALSE	1	17
MTERF3	51001	human	TRUE	0	0	FALSE	FALSE	1	18
MYEF2	50804	human	FALSE	0	0	FALSE	FALSE	1	9
N4BP2L2	10443	human	FALSE	0	0	FALSE	FALSE	1	2
NAA10	8260	human	FALSE	0	0	FALSE	FALSE	1	134
NCOA5	57727	human	FALSE	0	0	FALSE	FALSE	1	29
NELFCD	51497	human	FALSE	0	0	FALSE	FALSE	1	6
NFASC	23114	human	FALSE	0	0	FALSE	FALSE	1	200
NFATC2IP	84901	human	FALSE	0	0	FALSE	FALSE	1	18
NFKBIB	4793	human	FALSE	0	0	FALSE	FALSE	1	32
NFRKB	4798	human	FALSE	0	0	FALSE	FALSE	1	25
NKX2-4	644524	human	TRUE	0	0	FALSE	FALSE	1	13
NLRP10	338322	human	FALSE	0	0	FALSE	FALSE	1	37
NME1-NME2	654364	human	FALSE	0	0	FALSE	FALSE	1	3
NPAS3	64067	human	TRUE	0	0	FALSE	FALSE	1	59
NVL	4931	human	FALSE	0	0	FALSE	FALSE	1	114
ONECUT3	390874	human	TRUE	0	0	FALSE	FALSE	1	13
OVOL2	58495	human	TRUE	0	0	FALSE	FALSE	1	55
PCBD1	5092	human	FALSE	0	0	FALSE	FALSE	1	24
PDCD11	22984	human	FALSE	0	0	FALSE	FALSE	1	11
PHC1	1911	human	FALSE	0	0	FALSE	FALSE	1	77
PHC2	1912	human	FALSE	0	0	FALSE	FALSE	1	44
PHF12	57649	human	FALSE	0	0	FALSE	FALSE	1	17
PHF20	51230	human	TRUE	0	0	FALSE	FALSE	1	35
PLK1	5347	human	FALSE	0	0	FALSE	FALSE	1	NA
POLR1A	90784	human	FALSE	0	0	FALSE	FALSE	1	13
POLR1A	25885	human	FALSE	0	0	FALSE	FALSE	1	13
POLR2B	5431	human	FALSE	0	0	FALSE	FALSE	1	18
POLR2F	5435	human	FALSE	0	0	FALSE	FALSE	1	16
POLR2H	5437	human	FALSE	0	0	FALSE	FALSE	1	NA
PRDM12	59335	human	TRUE	0	0	FALSE	FALSE	1	40
PRDM13	59336	human	TRUE	0	0	FALSE	FALSE	1	30
PRDM15	63977	human	TRUE	0	0	FALSE	FALSE	1	10
PRDM4	11108	human	TRUE	0	0	FALSE	FALSE	1	20
PRDM5	11107	human	TRUE	0	0	FALSE	FALSE	1	56
PRDM9	56979	human	TRUE	0	0	FALSE	FALSE	1	211
PRKCZ	5590	human	FALSE	0	0	FALSE	FALSE	1	103
PRMT3	10196	human	TRUE	0	0	FALSE	FALSE	1	74
PTHLH	5744	human	FALSE	0	0	FALSE	FALSE	1	1355
PWP1	11137	human	FALSE	0	0	FALSE	FALSE	1	15
RCOR1	23186	human	FALSE	0	0	FALSE	FALSE	1	NA
RECQL	5965	human	FALSE	0	0	FALSE	FALSE	1	190
RFX6	222546	human	TRUE	0	0	FALSE	FALSE	1	66
RLF	6018	human	TRUE	0	0	FALSE	FALSE	1	396
RNF14	9604	human	FALSE	0	0	FALSE	FALSE	1	27
RPE65	6121	human	FALSE	0	0	FALSE	FALSE	1	NA
SCAND1	51282	human	FALSE	0	0	FALSE	FALSE	1	17
SCD5	79966	human	FALSE	0	0	FALSE	FALSE	1	71
SEC14L2	23541	human	FALSE	0	0	FALSE	FALSE	1	59
SENP3	26168	human	FALSE	0	0	FALSE	FALSE	1	90
SERPINF1	5176	human	FALSE	0	0	FALSE	FALSE	1	NA
SIX5	147912	human	TRUE	0	0	FALSE	FALSE	1	118
SKP2	6502	human	FALSE	0	0	FALSE	FALSE	1	NA
SLC2A4RG	56731	human	TRUE	0	0	FALSE	FALSE	1	45
SLC30A9	10463	human	FALSE	0	0	FALSE	FALSE	1	22
SMARCD1	6602	human	FALSE	0	0	FALSE	FALSE	1	61
SMARCD3	6604	human	FALSE	0	0	FALSE	FALSE	1	NA
SNAPC4	6621	human	TRUE	0	0	FALSE	FALSE	1	15
SOHLH1	402381	human	TRUE	0	0	FALSE	FALSE	1	52
SOX2-OT	347689	human	FALSE	0	0	FALSE	FALSE	1	NA
SP100	6672	human	TRUE	0	0	FALSE	FALSE	1	402
SP9	100131390	human	TRUE	0	0	FALSE	FALSE	1	127
SPOP	8405	human	FALSE	0	0	FALSE	FALSE	1	NA
STRAP	11171	human	FALSE	0	0	FALSE	FALSE	1	1722
SUGP1	57794	human	FALSE	0	0	FALSE	FALSE	1	12
SULT1E1	6783	human	FALSE	0	0	FALSE	FALSE	1	233
SUPT3H	8464	human	FALSE	0	0	FALSE	FALSE	1	24
TAX1BP3	30851	human	FALSE	0	0	FALSE	FALSE	1	45
TBC1D22A	25771	human	FALSE	0	0	FALSE	FALSE	1	7
TBPL2	387332	human	TRUE	0	0	FALSE	FALSE	1	21
TBX15	6913	human	TRUE	0	0	FALSE	FALSE	1	81
TCF19	6941	human	FALSE	0	0	FALSE	FALSE	1	30
TFPT	29844	human	FALSE	0	0	FALSE	FALSE	1	39
TGIF2	60436	human	TRUE	0	0	FALSE	FALSE	1	73
THAP11	57215	human	TRUE	0	0	FALSE	FALSE	1	37
THAP7	80764	human	TRUE	0	0	FALSE	FALSE	1	9
THYN1	29087	human	TRUE	0	0	FALSE	FALSE	1	7
TLE2	7089	human	FALSE	0	0	FALSE	FALSE	1	32
TLE4	7091	human	FALSE	0	0	FALSE	FALSE	1	NA
TOP3A	7156	human	FALSE	0	0	FALSE	FALSE	1	28
TRIM25	7706	human	FALSE	0	0	FALSE	FALSE	1	220
TSC22D1	8848	human	TRUE	0	0	FALSE	FALSE	1	62
TSHZ1	10194	human	TRUE	0	0	FALSE	FALSE	1	42
TSHZ2	128553	human	TRUE	0	0	FALSE	FALSE	1	28
UBE2K	3093	human	FALSE	0	0	FALSE	FALSE	1	54
URI1	8725	human	FALSE	0	0	FALSE	FALSE	1	54
WIZ	58525	human	TRUE	0	0	FALSE	FALSE	1	45
XPA	7507	human	TRUE	0	0	FALSE	FALSE	1	1195
YBX3	8531	human	TRUE	0	0	FALSE	FALSE	1	56
YEATS4	8089	human	FALSE	0	0	FALSE	FALSE	1	47
YWHAB	7529	human	FALSE	0	0	FALSE	FALSE	1	114
YWHAG	7532	human	FALSE	0	0	FALSE	FALSE	1	58
YY2	404281	human	TRUE	0	0	FALSE	FALSE	1	32
ZBED1	9189	human	TRUE	0	0	FALSE	FALSE	1	11
ZBED3	84327	human	TRUE	0	0	FALSE	FALSE	1	22
ZBTB14	7541	human	TRUE	0	0	FALSE	FALSE	1	16
ZBTB2	57621	human	TRUE	0	0	FALSE	FALSE	1	16
ZBTB4	57659	human	TRUE	0	0	FALSE	FALSE	1	39
ZBTB44	29068	human	TRUE	0	0	FALSE	FALSE	1	5
ZBTB46	140685	human	TRUE	0	0	FALSE	FALSE	1	55
ZBTB5	9925	human	TRUE	0	0	FALSE	FALSE	1	4
ZBTB7C	201501	human	TRUE	0	0	FALSE	FALSE	1	16
ZC3H8	84524	human	TRUE	0	0	FALSE	FALSE	1	3
ZFP2	80108	human	TRUE	0	0	FALSE	FALSE	1	6
ZHX3	23051	human	TRUE	0	0	FALSE	FALSE	1	17
ZMIZ1	57178	human	FALSE	0	0	FALSE	FALSE	1	NA
ZNF10	7556	human	TRUE	0	0	FALSE	FALSE	1	25
ZNF131	7690	human	TRUE	0	0	FALSE	FALSE	1	17
ZNF134	7693	human	TRUE	0	0	FALSE	FALSE	1	4
ZNF135	7694	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF16	7564	human	TRUE	0	0	FALSE	FALSE	1	7
ZNF160	90338	human	TRUE	0	0	FALSE	FALSE	1	5
ZNF184	7738	human	TRUE	0	0	FALSE	FALSE	1	12
ZNF189	7743	human	TRUE	0	0	FALSE	FALSE	1	5
ZNF267	10308	human	TRUE	0	0	FALSE	FALSE	1	8
ZNF277	11179	human	TRUE	0	0	FALSE	FALSE	1	11
ZNF281	23528	human	TRUE	0	0	FALSE	FALSE	1	37
ZNF282	8427	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF300	91975	human	TRUE	0	0	FALSE	FALSE	1	18
ZNF333	84449	human	TRUE	0	0	FALSE	FALSE	1	5
ZNF362	149076	human	TRUE	0	0	FALSE	FALSE	1	4
ZNF382	84911	human	TRUE	0	0	FALSE	FALSE	1	20
ZNF383	163087	human	TRUE	0	0	FALSE	FALSE	1	2
ZNF385C	201181	human	TRUE	0	0	FALSE	FALSE	1	1
ZNF398	57541	human	TRUE	0	0	FALSE	FALSE	1	1
ZNF410	57862	human	TRUE	0	0	FALSE	FALSE	1	14
ZNF417	147687	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF419	79744	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF433	163059	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF444	55311	human	TRUE	0	0	FALSE	FALSE	1	8
ZNF503	84858	human	TRUE	0	0	FALSE	FALSE	1	19
ZNF513	130557	human	TRUE	0	0	FALSE	FALSE	1	4
ZNF521	25925	human	TRUE	0	0	FALSE	FALSE	1	43
ZNF573	126231	human	TRUE	0	0	FALSE	FALSE	1	3
ZNF652	22834	human	TRUE	0	0	FALSE	FALSE	1	26
ZNF653	115950	human	TRUE	0	0	FALSE	FALSE	1	NA
ZNF668	79759	human	TRUE	0	0	FALSE	FALSE	1	9
ZNF671	79891	human	TRUE	0	0	FALSE	FALSE	1	16
ZNF746	155061	human	TRUE	0	0	FALSE	FALSE	1	24
ZSCAN12	9753	human	TRUE	0	0	FALSE	FALSE	1	8
ZSCAN16	80345	human	TRUE	0	0	FALSE	FALSE	1	6
ZSCAN18	65982	human	TRUE	0	0	FALSE	FALSE	1	9
ZSCAN4	201516	human	TRUE	0	0	FALSE	FALSE	1	77
ZSCAN9	7746	human	TRUE	0	0	FALSE	FALSE	1	3
ZXDA	7789	human	TRUE	0	0	FALSE	FALSE	1	12
ZXDC	79364	human	TRUE	0	0	FALSE	FALSE	1	10
ZZZ3	26009	human	TRUE	0	0	FALSE	FALSE	1	6
ADNP2	22850	human	TRUE	0	0	FALSE	FALSE	0	14
AHCTF1	25909	human	TRUE	0	0	FALSE	FALSE	0	24
AKAP8	10270	human	TRUE	0	0	FALSE	FALSE	0	50
AKAP8L	26993	human	TRUE	0	0	FALSE	FALSE	0	35
ANHX	647589	human	TRUE	0	0	FALSE	FALSE	0	2
ANKZF1	55139	human	TRUE	0	0	FALSE	FALSE	0	10
ARGFX	503582	human	TRUE	0	0	FALSE	FALSE	0	8
ARID3C	138715	human	TRUE	0	0	FALSE	FALSE	0	4
ARID5A	10865	human	TRUE	0	0	FALSE	FALSE	0	34
ASCL3	56676	human	TRUE	0	0	FALSE	FALSE	0	41
ASCL4	121549	human	TRUE	0	0	FALSE	FALSE	0	9
ASCL5	647219	human	TRUE	0	0	FALSE	FALSE	0	4
ATF6B	1388	human	TRUE	0	0	FALSE	FALSE	0	27
ATMIN	23300	human	TRUE	0	0	FALSE	FALSE	0	52
ATOH8	84913	human	TRUE	0	0	FALSE	FALSE	0	39
BARHL2	343472	human	TRUE	0	0	FALSE	FALSE	0	31
BHLHA9	727857	human	TRUE	0	0	FALSE	FALSE	0	25
BHLHE23	128408	human	TRUE	0	0	FALSE	FALSE	0	1
BORCS8-MEF2B	4207	human	TRUE	0	0	FALSE	FALSE	0	NA
C11orf95	65998	human	TRUE	0	0	FALSE	FALSE	0	35
CAMTA1	23261	human	TRUE	0	0	FALSE	FALSE	0	131
CAMTA2	23125	human	TRUE	0	0	FALSE	FALSE	0	20
CBLL2	158506	human	TRUE	0	0	FALSE	FALSE	0	3
CCDC169-SOHLH2	100526761	human	TRUE	0	0	FALSE	FALSE	0	1
CCDC17	149483	human	TRUE	0	0	FALSE	FALSE	0	1
CENPBD1	92806	human	TRUE	0	0	FALSE	FALSE	0	2
CENPT	80152	human	TRUE	0	0	FALSE	FALSE	0	30
CGGBP1	8545	human	TRUE	0	0	FALSE	FALSE	0	29
CHAMP1	283489	human	TRUE	0	0	FALSE	FALSE	0	9
CHCHD3	54927	human	TRUE	0	0	FALSE	FALSE	0	30
CPXCR1	53336	human	TRUE	0	0	FALSE	FALSE	0	5
CREB3L2	64764	human	TRUE	0	0	FALSE	FALSE	0	103
CREBL2	1389	human	TRUE	0	0	FALSE	FALSE	0	12
CSRNP1	64651	human	TRUE	0	0	FALSE	FALSE	0	18
CSRNP2	81566	human	TRUE	0	0	FALSE	FALSE	0	2
CSRNP3	80034	human	TRUE	0	0	FALSE	FALSE	0	4
CXXC4	80319	human	TRUE	0	0	FALSE	FALSE	0	34
DBX2	440097	human	TRUE	0	0	FALSE	FALSE	0	21
DMRTC2	63946	human	TRUE	0	0	FALSE	FALSE	0	7
DZIP1	22873	human	TRUE	0	0	FALSE	FALSE	0	44
EBF2	64641	human	TRUE	0	0	FALSE	FALSE	0	128
EBF4	57593	human	TRUE	0	0	FALSE	FALSE	0	6
ETV3L	440695	human	TRUE	0	0	FALSE	FALSE	0	3
EVX2	344191	human	TRUE	0	0	FALSE	FALSE	0	34
FAM170A	340069	human	TRUE	0	0	FALSE	FALSE	0	1
FAM200B	285550	human	TRUE	0	0	FALSE	FALSE	0	NA
FBXL19	54620	human	TRUE	0	0	FALSE	FALSE	0	36
FERD3L	222894	human	TRUE	0	0	FALSE	FALSE	0	22
FLYWCH1	84256	human	TRUE	0	0	FALSE	FALSE	0	4
FOXB2	442425	human	TRUE	0	0	FALSE	FALSE	0	4
FOXD2	2306	human	TRUE	0	0	FALSE	FALSE	0	77
FOXD4	2298	human	TRUE	0	0	FALSE	FALSE	0	27
FOXD4L1	200350	human	TRUE	0	0	FALSE	FALSE	0	18
FOXD4L3	286380	human	TRUE	0	0	FALSE	FALSE	0	2
FOXD4L4	349334	human	TRUE	0	0	FALSE	FALSE	0	2
FOXD4L5	653427	human	TRUE	0	0	FALSE	FALSE	0	1
FOXD4L6	653404	human	TRUE	0	0	FALSE	FALSE	0	2
FOXE3	2301	human	TRUE	0	0	FALSE	FALSE	0	115
FOXI2	399823	human	TRUE	0	0	FALSE	FALSE	0	13
FOXI3	344167	human	TRUE	0	0	FALSE	FALSE	0	30
FOXJ2	55810	human	TRUE	0	0	FALSE	FALSE	0	39
FOXN2	3344	human	TRUE	0	0	FALSE	FALSE	0	28
FOXN3	1112	human	TRUE	0	0	FALSE	FALSE	0	71
FOXR1	283150	human	TRUE	0	0	FALSE	FALSE	0	13
FOXR2	139628	human	TRUE	0	0	FALSE	FALSE	0	36
FOXS1	2307	human	TRUE	0	0	FALSE	FALSE	0	16
GATAD2A	54815	human	TRUE	0	0	FALSE	FALSE	0	26
GATAD2B	57459	human	TRUE	0	0	FALSE	FALSE	0	26
GLI4	2738	human	TRUE	0	0	FALSE	FALSE	0	3
GLMP	112770	human	TRUE	0	0	FALSE	FALSE	0	9
GLYR1	84656	human	TRUE	0	0	FALSE	FALSE	0	15
GMEB2	26205	human	TRUE	0	0	FALSE	FALSE	0	15
GPBP1	65056	human	TRUE	0	0	FALSE	FALSE	0	6
GPBP1L1	60313	human	TRUE	0	0	FALSE	FALSE	0	1
GRIK1-AS2	100379661	human	TRUE	0	0	FALSE	FALSE	0	NA
GSC2	2928	human	TRUE	0	0	FALSE	FALSE	0	41
GTF2IRD2	84163	human	TRUE	0	0	FALSE	FALSE	0	17
GTF2IRD2B	389524	human	TRUE	0	0	FALSE	FALSE	0	2
HIC2	23119	human	TRUE	0	0	FALSE	FALSE	0	16
HKR1	284459	human	TRUE	0	0	FALSE	FALSE	0	36
HMG20A	10363	human	TRUE	0	0	FALSE	FALSE	0	37
HMGN3	9324	human	TRUE	0	0	FALSE	FALSE	0	23
HMX1	3166	human	TRUE	0	0	FALSE	FALSE	0	50
HOMEZ	57594	human	TRUE	0	0	FALSE	FALSE	0	14
HOXA6	3203	human	TRUE	0	0	FALSE	FALSE	0	37
HOXC12	3228	human	TRUE	0	0	FALSE	FALSE	0	15
HOXC5	3222	human	TRUE	0	0	FALSE	FALSE	0	41
HOXD12	3238	human	TRUE	0	0	FALSE	FALSE	0	68
HOXD4	3233	human	TRUE	0	0	FALSE	FALSE	0	98
HSFX1	100506164	human	TRUE	0	0	FALSE	FALSE	0	5
HSFX2	100130086	human	TRUE	0	0	FALSE	FALSE	0	NA
HSFY2	159119	human	TRUE	0	0	FALSE	FALSE	0	6
IKZF5	64376	human	TRUE	0	0	FALSE	FALSE	0	7
IRX6	79190	human	TRUE	0	0	FALSE	FALSE	0	19
JRK	8629	human	TRUE	0	0	FALSE	FALSE	0	66
KAT7	11143	human	TRUE	0	0	FALSE	FALSE	0	98
KCMF1	56888	human	TRUE	0	0	FALSE	FALSE	0	9
L3MBTL3	84456	human	TRUE	0	0	FALSE	FALSE	0	24
L3MBTL4	91133	human	TRUE	0	0	FALSE	FALSE	0	7
LBX2	85474	human	TRUE	0	0	FALSE	FALSE	0	36
LCORL	254251	human	TRUE	0	0	FALSE	FALSE	0	76
LIN54	132660	human	TRUE	0	0	FALSE	FALSE	0	16
LOC100506403	100506403	human	TRUE	0	0	FALSE	FALSE	0	NA
LOC101928160	101928160	human	TRUE	0	0	FALSE	FALSE	0	NA
LOC105373378	105373378	human	TRUE	0	0	FALSE	FALSE	0	NA
LOC107987487	107987491	human	TRUE	0	0	FALSE	FALSE	0	NA
LOC145783	145783	human	TRUE	0	0	FALSE	FALSE	0	NA
MBNL2	10150	human	TRUE	0	0	FALSE	FALSE	0	81
MIR1469	100302258	human	TRUE	0	0	FALSE	FALSE	0	1
MIR196B	442920	human	TRUE	0	0	FALSE	FALSE	0	12
