TF_Symbol	TF_Entrez_ID	Species	Lambert	SFARI_Score	SFARI_Syndomic	GO_Neurodev	Neurodev_TF	N_Candidate_Paper
EPHB4	2050	human	FALSE	0	0	FALSE	FALSE	1
ERAL1	26284	human	FALSE	0	0	FALSE	FALSE	1
EYA2	2139	human	FALSE	0	0	FALSE	FALSE	1
FGF19	9965	human	FALSE	0	0	FALSE	FALSE	1
FIGLA	344018	human	TRUE	0	0	FALSE	FALSE	1
FIZ1	84922	human	TRUE	0	0	FALSE	FALSE	1
FOXO6	100132074	human	TRUE	0	0	FALSE	FALSE	1
FOXP4	116113	human	TRUE	0	0	FALSE	FALSE	1
FUBP3	8939	human	FALSE	0	0	FALSE	FALSE	1
GMEB1	10691	human	TRUE	0	0	FALSE	FALSE	1
GRHL1	29841	human	TRUE	0	0	FALSE	FALSE	1
GTF2A2	2958	human	FALSE	0	0	FALSE	FALSE	1
GTF2E1	2960	human	FALSE	0	0	FALSE	FALSE	1
GZF1	64412	human	TRUE	0	0	FALSE	FALSE	1
HAX1	10456	human	FALSE	0	0	FALSE	FALSE	1
HDX	139324	human	TRUE	0	0	FALSE	FALSE	1
HES2	54626	human	TRUE	0	0	FALSE	FALSE	1
HIST1H1B	3009	human	FALSE	0	0	FALSE	FALSE	1
HIST2H2AC	8338	human	FALSE	0	0	FALSE	FALSE	1
HIST3H2BB	128312	human	FALSE	0	0	FALSE	FALSE	1
HIVEP1	3096	human	TRUE	0	0	FALSE	FALSE	1
HMBOX1	79618	human	TRUE	0	0	FALSE	FALSE	1
HMGXB4	10042	human	FALSE	0	0	FALSE	FALSE	1
HOXA4	3201	human	TRUE	0	0	FALSE	FALSE	1
HOXB6	3216	human	TRUE	0	0	FALSE	FALSE	1
HOXD3	3232	human	TRUE	0	0	FALSE	FALSE	1
HOXD9	3235	human	TRUE	0	0	FALSE	FALSE	1
HSD17B4	3295	human	FALSE	0	0	FALSE	FALSE	1
HSF5	124535	human	TRUE	0	0	FALSE	FALSE	1
IER2	9592	human	FALSE	0	0	FALSE	FALSE	1
IKZF4	64375	human	TRUE	0	0	FALSE	FALSE	1
IL16	3603	human	FALSE	0	0	FALSE	FALSE	1
IL33	90865	human	FALSE	0	0	FALSE	FALSE	1
INSM2	84684	human	TRUE	0	0	FALSE	FALSE	1
INTS13	55726	human	FALSE	0	0	FALSE	FALSE	1
IRF2BP2	359948	human	FALSE	0	0	FALSE	FALSE	1
IRX2	153572	human	TRUE	0	0	FALSE	FALSE	1
IRX5	10265	human	TRUE	0	0	FALSE	FALSE	1
JAZF1	221895	human	TRUE	0	0	FALSE	FALSE	1
KCNH8	131096	human	FALSE	0	0	FALSE	FALSE	1
KLF14	136259	human	TRUE	0	0	FALSE	FALSE	1
KLF17	128209	human	TRUE	0	0	FALSE	FALSE	1
KRT3	3850	human	FALSE	0	0	FALSE	FALSE	1
L3MBTL2	83746	human	FALSE	0	0	FALSE	FALSE	1
LCN2	3934	human	FALSE	0	0	FALSE	FALSE	1
LDB2	9079	human	FALSE	0	0	FALSE	FALSE	1
LEUTX	342900	human	TRUE	0	0	FALSE	FALSE	1
LGR4	55366	human	FALSE	0	0	FALSE	FALSE	1
LIMD1	8994	human	FALSE	0	0	FALSE	FALSE	1
LMO3	55885	human	FALSE	0	0	FALSE	FALSE	1
LMO7	4008	human	FALSE	0	0	FALSE	FALSE	1
LTF	4057	human	TRUE	0	0	FALSE	FALSE	1
MAPK9	5601	human	FALSE	0	0	FALSE	FALSE	1
MED10	84246	human	FALSE	0	0	FALSE	FALSE	1
MED6	10001	human	FALSE	0	0	FALSE	FALSE	1
MED8	112950	human	FALSE	0	0	FALSE	FALSE	1
MEFV	4210	human	FALSE	0	0	FALSE	FALSE	1
MEIS3	56917	human	TRUE	0	0	FALSE	FALSE	1
MESP2	145873	human	TRUE	0	0	FALSE	FALSE	1
MMP20	9313	human	FALSE	0	0	FALSE	FALSE	1
MSGN1	343930	human	TRUE	0	0	FALSE	FALSE	1
MTERF1	7978	human	TRUE	0	0	FALSE	FALSE	1
MTERF2	80298	human	TRUE	0	0	FALSE	FALSE	1
MTERF3	51001	human	TRUE	0	0	FALSE	FALSE	1
MYEF2	50804	human	FALSE	0	0	FALSE	FALSE	1
N4BP2L2	10443	human	FALSE	0	0	FALSE	FALSE	1
NAA10	8260	human	FALSE	0	0	FALSE	FALSE	1
NCOA5	57727	human	FALSE	0	0	FALSE	FALSE	1
NELFCD	51497	human	FALSE	0	0	FALSE	FALSE	1
NFASC	23114	human	FALSE	0	0	FALSE	FALSE	1
NFATC2IP	84901	human	FALSE	0	0	FALSE	FALSE	1
NFKBIB	4793	human	FALSE	0	0	FALSE	FALSE	1
NFRKB	4798	human	FALSE	0	0	FALSE	FALSE	1
NKX2-4	644524	human	TRUE	0	0	FALSE	FALSE	1
NLRP10	338322	human	FALSE	0	0	FALSE	FALSE	1
NME1-NME2	654364	human	FALSE	0	0	FALSE	FALSE	1
NPAS3	64067	human	TRUE	0	0	FALSE	FALSE	1
NVL	4931	human	FALSE	0	0	FALSE	FALSE	1
ONECUT3	390874	human	TRUE	0	0	FALSE	FALSE	1
OVOL2	58495	human	TRUE	0	0	FALSE	FALSE	1
PCBD1	5092	human	FALSE	0	0	FALSE	FALSE	1
PDCD11	22984	human	FALSE	0	0	FALSE	FALSE	1
PHC1	1911	human	FALSE	0	0	FALSE	FALSE	1
PHC2	1912	human	FALSE	0	0	FALSE	FALSE	1
PHF12	57649	human	FALSE	0	0	FALSE	FALSE	1
PHF20	51230	human	TRUE	0	0	FALSE	FALSE	1
PLK1	5347	human	FALSE	0	0	FALSE	FALSE	1
POLR1A	90784	human	FALSE	0	0	FALSE	FALSE	1
POLR1A	25885	human	FALSE	0	0	FALSE	FALSE	1
POLR2B	5431	human	FALSE	0	0	FALSE	FALSE	1
POLR2F	5435	human	FALSE	0	0	FALSE	FALSE	1
POLR2H	5437	human	FALSE	0	0	FALSE	FALSE	1
PRDM12	59335	human	TRUE	0	0	FALSE	FALSE	1
PRDM13	59336	human	TRUE	0	0	FALSE	FALSE	1
PRDM15	63977	human	TRUE	0	0	FALSE	FALSE	1
PRDM4	11108	human	TRUE	0	0	FALSE	FALSE	1
PRDM5	11107	human	TRUE	0	0	FALSE	FALSE	1
PRDM9	56979	human	TRUE	0	0	FALSE	FALSE	1
PRKCZ	5590	human	FALSE	0	0	FALSE	FALSE	1
PRMT3	10196	human	TRUE	0	0	FALSE	FALSE	1
PTHLH	5744	human	FALSE	0	0	FALSE	FALSE	1
PWP1	11137	human	FALSE	0	0	FALSE	FALSE	1
RCOR1	23186	human	FALSE	0	0	FALSE	FALSE	1
RECQL	5965	human	FALSE	0	0	FALSE	FALSE	1
RFX6	222546	human	TRUE	0	0	FALSE	FALSE	1
RLF	6018	human	TRUE	0	0	FALSE	FALSE	1
RNF14	9604	human	FALSE	0	0	FALSE	FALSE	1
RPE65	6121	human	FALSE	0	0	FALSE	FALSE	1
SCAND1	51282	human	FALSE	0	0	FALSE	FALSE	1
SCD5	79966	human	FALSE	0	0	FALSE	FALSE	1
SEC14L2	23541	human	FALSE	0	0	FALSE	FALSE	1
SENP3	26168	human	FALSE	0	0	FALSE	FALSE	1
SERPINF1	5176	human	FALSE	0	0	FALSE	FALSE	1
SIX5	147912	human	TRUE	0	0	FALSE	FALSE	1
SKP2	6502	human	FALSE	0	0	FALSE	FALSE	1
SLC2A4RG	56731	human	TRUE	0	0	FALSE	FALSE	1
SLC30A9	10463	human	FALSE	0	0	FALSE	FALSE	1
SMARCD1	6602	human	FALSE	0	0	FALSE	FALSE	1
SMARCD3	6604	human	FALSE	0	0	FALSE	FALSE	1
SNAPC4	6621	human	TRUE	0	0	FALSE	FALSE	1
SOHLH1	402381	human	TRUE	0	0	FALSE	FALSE	1
SOX2-OT	347689	human	FALSE	0	0	FALSE	FALSE	1
SP100	6672	human	TRUE	0	0	FALSE	FALSE	1
SP9	100131390	human	TRUE	0	0	FALSE	FALSE	1
SPOP	8405	human	FALSE	0	0	FALSE	FALSE	1
STRAP	11171	human	FALSE	0	0	FALSE	FALSE	1
SUGP1	57794	human	FALSE	0	0	FALSE	FALSE	1
SULT1E1	6783	human	FALSE	0	0	FALSE	FALSE	1
SUPT3H	8464	human	FALSE	0	0	FALSE	FALSE	1
TAX1BP3	30851	human	FALSE	0	0	FALSE	FALSE	1
TBC1D22A	25771	human	FALSE	0	0	FALSE	FALSE	1
TBPL2	387332	human	TRUE	0	0	FALSE	FALSE	1
TBX15	6913	human	TRUE	0	0	FALSE	FALSE	1
TCF19	6941	human	FALSE	0	0	FALSE	FALSE	1
TFPT	29844	human	FALSE	0	0	FALSE	FALSE	1
TGIF2	60436	human	TRUE	0	0	FALSE	FALSE	1
THAP11	57215	human	TRUE	0	0	FALSE	FALSE	1
THAP7	80764	human	TRUE	0	0	FALSE	FALSE	1
THYN1	29087	human	TRUE	0	0	FALSE	FALSE	1
TLE2	7089	human	FALSE	0	0	FALSE	FALSE	1
TLE4	7091	human	FALSE	0	0	FALSE	FALSE	1
TOP3A	7156	human	FALSE	0	0	FALSE	FALSE	1
TRIM25	7706	human	FALSE	0	0	FALSE	FALSE	1
TSC22D1	8848	human	TRUE	0	0	FALSE	FALSE	1
TSHZ1	10194	human	TRUE	0	0	FALSE	FALSE	1
TSHZ2	128553	human	TRUE	0	0	FALSE	FALSE	1
UBE2K	3093	human	FALSE	0	0	FALSE	FALSE	1
URI1	8725	human	FALSE	0	0	FALSE	FALSE	1
WIZ	58525	human	TRUE	0	0	FALSE	FALSE	1
XPA	7507	human	TRUE	0	0	FALSE	FALSE	1
YBX3	8531	human	TRUE	0	0	FALSE	FALSE	1
YEATS4	8089	human	FALSE	0	0	FALSE	FALSE	1
YWHAB	7529	human	FALSE	0	0	FALSE	FALSE	1
YWHAG	7532	human	FALSE	0	0	FALSE	FALSE	1
YY2	404281	human	TRUE	0	0	FALSE	FALSE	1
ZBED1	9189	human	TRUE	0	0	FALSE	FALSE	1
ZBED3	84327	human	TRUE	0	0	FALSE	FALSE	1
ZBTB14	7541	human	TRUE	0	0	FALSE	FALSE	1
ZBTB2	57621	human	TRUE	0	0	FALSE	FALSE	1
ZBTB4	57659	human	TRUE	0	0	FALSE	FALSE	1
ZBTB44	29068	human	TRUE	0	0	FALSE	FALSE	1
ZBTB46	140685	human	TRUE	0	0	FALSE	FALSE	1
ZBTB5	9925	human	TRUE	0	0	FALSE	FALSE	1
ZBTB7C	201501	human	TRUE	0	0	FALSE	FALSE	1
ZC3H8	84524	human	TRUE	0	0	FALSE	FALSE	1
ZFP2	80108	human	TRUE	0	0	FALSE	FALSE	1
ZHX3	23051	human	TRUE	0	0	FALSE	FALSE	1
ZMIZ1	57178	human	FALSE	0	0	FALSE	FALSE	1
ZNF10	7556	human	TRUE	0	0	FALSE	FALSE	1
ZNF131	7690	human	TRUE	0	0	FALSE	FALSE	1
ZNF134	7693	human	TRUE	0	0	FALSE	FALSE	1
ZNF135	7694	human	TRUE	0	0	FALSE	FALSE	1
ZNF16	7564	human	TRUE	0	0	FALSE	FALSE	1
ZNF160	90338	human	TRUE	0	0	FALSE	FALSE	1
ZNF184	7738	human	TRUE	0	0	FALSE	FALSE	1
ZNF189	7743	human	TRUE	0	0	FALSE	FALSE	1
ZNF267	10308	human	TRUE	0	0	FALSE	FALSE	1
ZNF277	11179	human	TRUE	0	0	FALSE	FALSE	1
ZNF281	23528	human	TRUE	0	0	FALSE	FALSE	1
ZNF282	8427	human	TRUE	0	0	FALSE	FALSE	1
ZNF300	91975	human	TRUE	0	0	FALSE	FALSE	1
ZNF333	84449	human	TRUE	0	0	FALSE	FALSE	1
ZNF362	149076	human	TRUE	0	0	FALSE	FALSE	1
ZNF382	84911	human	TRUE	0	0	FALSE	FALSE	1
ZNF383	163087	human	TRUE	0	0	FALSE	FALSE	1
ZNF385C	201181	human	TRUE	0	0	FALSE	FALSE	1
ZNF398	57541	human	TRUE	0	0	FALSE	FALSE	1
ZNF410	57862	human	TRUE	0	0	FALSE	FALSE	1
ZNF417	147687	human	TRUE	0	0	FALSE	FALSE	1
ZNF419	79744	human	TRUE	0	0	FALSE	FALSE	1
ZNF433	163059	human	TRUE	0	0	FALSE	FALSE	1
ZNF444	55311	human	TRUE	0	0	FALSE	FALSE	1
ZNF503	84858	human	TRUE	0	0	FALSE	FALSE	1
ZNF513	130557	human	TRUE	0	0	FALSE	FALSE	1
ZNF521	25925	human	TRUE	0	0	FALSE	FALSE	1
ZNF573	126231	human	TRUE	0	0	FALSE	FALSE	1
ZNF652	22834	human	TRUE	0	0	FALSE	FALSE	1
ZNF653	115950	human	TRUE	0	0	FALSE	FALSE	1
ZNF668	79759	human	TRUE	0	0	FALSE	FALSE	1
ZNF671	79891	human	TRUE	0	0	FALSE	FALSE	1
ZNF746	155061	human	TRUE	0	0	FALSE	FALSE	1
ZSCAN12	9753	human	TRUE	0	0	FALSE	FALSE	1
ZSCAN16	80345	human	TRUE	0	0	FALSE	FALSE	1
ZSCAN18	65982	human	TRUE	0	0	FALSE	FALSE	1
ZSCAN4	201516	human	TRUE	0	0	FALSE	FALSE	1
ZSCAN9	7746	human	TRUE	0	0	FALSE	FALSE	1
ZXDA	7789	human	TRUE	0	0	FALSE	FALSE	1
ZXDC	79364	human	TRUE	0	0	FALSE	FALSE	1
ZZZ3	26009	human	TRUE	0	0	FALSE	FALSE	1
ADNP2	22850	human	TRUE	0	0	FALSE	FALSE	0
AHCTF1	25909	human	TRUE	0	0	FALSE	FALSE	0
AKAP8	10270	human	TRUE	0	0	FALSE	FALSE	0
AKAP8L	26993	human	TRUE	0	0	FALSE	FALSE	0
ANHX	647589	human	TRUE	0	0	FALSE	FALSE	0
ANKZF1	55139	human	TRUE	0	0	FALSE	FALSE	0
ARGFX	503582	human	TRUE	0	0	FALSE	FALSE	0
ARID3C	138715	human	TRUE	0	0	FALSE	FALSE	0
ARID5A	10865	human	TRUE	0	0	FALSE	FALSE	0
ASCL3	56676	human	TRUE	0	0	FALSE	FALSE	0
ASCL4	121549	human	TRUE	0	0	FALSE	FALSE	0
ASCL5	647219	human	TRUE	0	0	FALSE	FALSE	0
ATF6B	1388	human	TRUE	0	0	FALSE	FALSE	0
ATMIN	23300	human	TRUE	0	0	FALSE	FALSE	0
ATOH8	84913	human	TRUE	0	0	FALSE	FALSE	0
BARHL2	343472	human	TRUE	0	0	FALSE	FALSE	0
BHLHA9	727857	human	TRUE	0	0	FALSE	FALSE	0
BHLHE23	128408	human	TRUE	0	0	FALSE	FALSE	0
BORCS8-MEF2B	4207	human	TRUE	0	0	FALSE	FALSE	0
C11orf95	65998	human	TRUE	0	0	FALSE	FALSE	0
CAMTA1	23261	human	TRUE	0	0	FALSE	FALSE	0
CAMTA2	23125	human	TRUE	0	0	FALSE	FALSE	0
CBLL2	158506	human	TRUE	0	0	FALSE	FALSE	0
CCDC169-SOHLH2	100526761	human	TRUE	0	0	FALSE	FALSE	0
CCDC17	149483	human	TRUE	0	0	FALSE	FALSE	0
CENPBD1	92806	human	TRUE	0	0	FALSE	FALSE	0
CENPT	80152	human	TRUE	0	0	FALSE	FALSE	0
CGGBP1	8545	human	TRUE	0	0	FALSE	FALSE	0
CHAMP1	283489	human	TRUE	0	0	FALSE	FALSE	0
CHCHD3	54927	human	TRUE	0	0	FALSE	FALSE	0
CPXCR1	53336	human	TRUE	0	0	FALSE	FALSE	0
CREB3L2	64764	human	TRUE	0	0	FALSE	FALSE	0
CREBL2	1389	human	TRUE	0	0	FALSE	FALSE	0
CSRNP1	64651	human	TRUE	0	0	FALSE	FALSE	0
CSRNP2	81566	human	TRUE	0	0	FALSE	FALSE	0
CSRNP3	80034	human	TRUE	0	0	FALSE	FALSE	0
CXXC4	80319	human	TRUE	0	0	FALSE	FALSE	0
DBX2	440097	human	TRUE	0	0	FALSE	FALSE	0
DMRTC2	63946	human	TRUE	0	0	FALSE	FALSE	0
DZIP1	22873	human	TRUE	0	0	FALSE	FALSE	0
EBF2	64641	human	TRUE	0	0	FALSE	FALSE	0
EBF4	57593	human	TRUE	0	0	FALSE	FALSE	0
ETV3L	440695	human	TRUE	0	0	FALSE	FALSE	0
EVX2	344191	human	TRUE	0	0	FALSE	FALSE	0
FAM170A	340069	human	TRUE	0	0	FALSE	FALSE	0
FAM200B	285550	human	TRUE	0	0	FALSE	FALSE	0
FBXL19	54620	human	TRUE	0	0	FALSE	FALSE	0
FERD3L	222894	human	TRUE	0	0	FALSE	FALSE	0
FLYWCH1	84256	human	TRUE	0	0	FALSE	FALSE	0
FOXB2	442425	human	TRUE	0	0	FALSE	FALSE	0
FOXD2	2306	human	TRUE	0	0	FALSE	FALSE	0
FOXD4	2298	human	TRUE	0	0	FALSE	FALSE	0
FOXD4L1	200350	human	TRUE	0	0	FALSE	FALSE	0
FOXD4L3	286380	human	TRUE	0	0	FALSE	FALSE	0
FOXD4L4	349334	human	TRUE	0	0	FALSE	FALSE	0
FOXD4L5	653427	human	TRUE	0	0	FALSE	FALSE	0
FOXD4L6	653404	human	TRUE	0	0	FALSE	FALSE	0
FOXE3	2301	human	TRUE	0	0	FALSE	FALSE	0
FOXI2	399823	human	TRUE	0	0	FALSE	FALSE	0
FOXI3	344167	human	TRUE	0	0	FALSE	FALSE	0
FOXJ2	55810	human	TRUE	0	0	FALSE	FALSE	0
FOXN2	3344	human	TRUE	0	0	FALSE	FALSE	0
FOXN3	1112	human	TRUE	0	0	FALSE	FALSE	0
FOXR1	283150	human	TRUE	0	0	FALSE	FALSE	0
FOXR2	139628	human	TRUE	0	0	FALSE	FALSE	0
FOXS1	2307	human	TRUE	0	0	FALSE	FALSE	0
GATAD2A	54815	human	TRUE	0	0	FALSE	FALSE	0
GATAD2B	57459	human	TRUE	0	0	FALSE	FALSE	0
GLI4	2738	human	TRUE	0	0	FALSE	FALSE	0
GLMP	112770	human	TRUE	0	0	FALSE	FALSE	0
GLYR1	84656	human	TRUE	0	0	FALSE	FALSE	0
GMEB2	26205	human	TRUE	0	0	FALSE	FALSE	0
GPBP1	65056	human	TRUE	0	0	FALSE	FALSE	0
GPBP1L1	60313	human	TRUE	0	0	FALSE	FALSE	0
GRIK1-AS2	100379661	human	TRUE	0	0	FALSE	FALSE	0
GSC2	2928	human	TRUE	0	0	FALSE	FALSE	0
GTF2IRD2	84163	human	TRUE	0	0	FALSE	FALSE	0
GTF2IRD2B	389524	human	TRUE	0	0	FALSE	FALSE	0
HIC2	23119	human	TRUE	0	0	FALSE	FALSE	0
HKR1	284459	human	TRUE	0	0	FALSE	FALSE	0
HMG20A	10363	human	TRUE	0	0	FALSE	FALSE	0
HMGN3	9324	human	TRUE	0	0	FALSE	FALSE	0
HMX1	3166	human	TRUE	0	0	FALSE	FALSE	0
HOMEZ	57594	human	TRUE	0	0	FALSE	FALSE	0
HOXA6	3203	human	TRUE	0	0	FALSE	FALSE	0
HOXC12	3228	human	TRUE	0	0	FALSE	FALSE	0
HOXC5	3222	human	TRUE	0	0	FALSE	FALSE	0
HOXD12	3238	human	TRUE	0	0	FALSE	FALSE	0
HOXD4	3233	human	TRUE	0	0	FALSE	FALSE	0
HSFX1	100506164	human	TRUE	0	0	FALSE	FALSE	0
HSFX2	100130086	human	TRUE	0	0	FALSE	FALSE	0
HSFY2	159119	human	TRUE	0	0	FALSE	FALSE	0
IKZF5	64376	human	TRUE	0	0	FALSE	FALSE	0
IRX6	79190	human	TRUE	0	0	FALSE	FALSE	0
JRK	8629	human	TRUE	0	0	FALSE	FALSE	0
KAT7	11143	human	TRUE	0	0	FALSE	FALSE	0
KCMF1	56888	human	TRUE	0	0	FALSE	FALSE	0
L3MBTL3	84456	human	TRUE	0	0	FALSE	FALSE	0
L3MBTL4	91133	human	TRUE	0	0	FALSE	FALSE	0
LBX2	85474	human	TRUE	0	0	FALSE	FALSE	0
LCORL	254251	human	TRUE	0	0	FALSE	FALSE	0
LIN54	132660	human	TRUE	0	0	FALSE	FALSE	0
LOC100506403	100506403	human	TRUE	0	0	FALSE	FALSE	0
LOC101928160	101928160	human	TRUE	0	0	FALSE	FALSE	0
LOC105373378	105373378	human	TRUE	0	0	FALSE	FALSE	0
LOC107987487	107987491	human	TRUE	0	0	FALSE	FALSE	0
LOC145783	145783	human	TRUE	0	0	FALSE	FALSE	0
MBNL2	10150	human	TRUE	0	0	FALSE	FALSE	0
MIR1469	100302258	human	TRUE	0	0	FALSE	FALSE	0
MIR196B	442920	human	TRUE	0	0	FALSE	FALSE	0
MIR4649	100616346	human	TRUE	0	0	FALSE	FALSE	0
MIR4657	100616393	human	TRUE	0	0	FALSE	FALSE	0
MIR4751	100616483	human	TRUE	0	0	FALSE	FALSE	0
MIR4800	100616358	human	TRUE	0	0	FALSE	FALSE	0
MIR5001	100847037	human	TRUE	0	0	FALSE	FALSE	0
MIR555	693140	human	TRUE	0	0	FALSE	FALSE	0
MIR5572	100847042	human	TRUE	0	0	FALSE	FALSE	0
MIR6073	102464826	human	TRUE	0	0	FALSE	FALSE	0
MIR632	693217	human	TRUE	0	0	FALSE	FALSE	0
MIR6501	102465248	human	TRUE	0	0	FALSE	FALSE	0
MIR6764	102466730	human	TRUE	0	0	FALSE	FALSE	0
MIR7107	102465665	human	TRUE	0	0	FALSE	FALSE	0
MIR7704	102465802	human	TRUE	0	0	FALSE	FALSE	0
MLXIP	22877	human	TRUE	0	0	FALSE	FALSE	0
MSANTD1	345222	human	TRUE	0	0	FALSE	FALSE	0
MSANTD3	91283	human	TRUE	0	0	FALSE	FALSE	0
MSANTD4	84437	human	TRUE	0	0	FALSE	FALSE	0
MTERF4	130916	human	TRUE	0	0	FALSE	FALSE	0
MYCL	4610	human	TRUE	0	0	FALSE	FALSE	0
MYNN	55892	human	TRUE	0	0	FALSE	FALSE	0
MYPOP	339344	human	TRUE	0	0	FALSE	FALSE	0
MYRFL	196446	human	TRUE	0	0	FALSE	FALSE	0
NACC2	138151	human	TRUE	0	0	FALSE	FALSE	0
NAIF1	203245	human	TRUE	0	0	FALSE	FALSE	0
NANOGNB	360030	human	TRUE	0	0	FALSE	FALSE	0
NFX1	4799	human	TRUE	0	0	FALSE	FALSE	0
NFXL1	152518	human	TRUE	0	0	FALSE	FALSE	0
NKX1-1	54729	human	TRUE	0	0	FALSE	FALSE	0
NKX1-2	390010	human	TRUE	0	0	FALSE	FALSE	0
NKX6-3	157848	human	TRUE	0	0	FALSE	FALSE	0
NOBOX	135935	human	TRUE	0	0	FALSE	FALSE	0
OSR1	130497	human	TRUE	0	0	FALSE	FALSE	0
OVOL3	728361	human	TRUE	0	0	FALSE	FALSE	0
PKNOX2	63876	human	TRUE	0	0	FALSE	FALSE	0
PLSCR1	5359	human	TRUE	0	0	FALSE	FALSE	0
POGK	57645	human	TRUE	0	0	FALSE	FALSE	0
POU5F1B	5462	human	TRUE	0	0	FALSE	FALSE	0
POU5F2	134187	human	TRUE	0	0	FALSE	FALSE	0
PRDM6	93166	human	TRUE	0	0	FALSE	FALSE	0
PROX2	283571	human	TRUE	0	0	FALSE	FALSE	0
PURG	29942	human	TRUE	0	0	FALSE	FALSE	0
RAX2	84839	human	TRUE	0	0	FALSE	FALSE	0
RBAK	57786	human	TRUE	0	0	FALSE	FALSE	0
RBSN	64145	human	TRUE	0	0	FALSE	FALSE	0
REXO4	57109	human	TRUE	0	0	FALSE	FALSE	0
RFX7	64864	human	TRUE	0	0	FALSE	FALSE	0
RHOXF2	84528	human	TRUE	0	0	FALSE	FALSE	0
RHOXF2B	727940	human	TRUE	0	0	FALSE	FALSE	0
SCMH1	22955	human	TRUE	0	0	FALSE	FALSE	0
SCML4	256380	human	TRUE	0	0	FALSE	FALSE	0
SCRT1	83482	human	TRUE	0	0	FALSE	FALSE	0
SCRT2	85508	human	TRUE	0	0	FALSE	FALSE	0
SEBOX	645832	human	TRUE	0	0	FALSE	FALSE	0
SGSM2	9905	human	TRUE	0	0	FALSE	FALSE	0
SKOR1	390598	human	TRUE	0	0	FALSE	FALSE	0
SNAPC2	6618	human	TRUE	0	0	FALSE	FALSE	0
SNAPC5	10302	human	TRUE	0	0	FALSE	FALSE	0
SOX13	9580	human	TRUE	0	0	FALSE	FALSE	0
SOX30	11063	human	TRUE	0	0	FALSE	FALSE	0
SP110	3431	human	TRUE	0	0	FALSE	FALSE	0
SP140	11262	human	TRUE	0	0	FALSE	FALSE	0
SP140L	93349	human	TRUE	0	0	FALSE	FALSE	0
SP6	80320	human	TRUE	0	0	FALSE	FALSE	0
SPZ1	84654	human	TRUE	0	0	FALSE	FALSE	0
ST18	9705	human	TRUE	0	0	FALSE	FALSE	0
TBX10	347853	human	TRUE	0	0	FALSE	FALSE	0
TBX22	50945	human	TRUE	0	0	FALSE	FALSE	0
TCF15	6939	human	TRUE	0	0	FALSE	FALSE	0
TCF23	150921	human	TRUE	0	0	FALSE	FALSE	0
TCF24	100129654	human	TRUE	0	0	FALSE	FALSE	0
TEAD3	7005	human	TRUE	0	0	FALSE	FALSE	0
TERB1	283847	human	TRUE	0	0	FALSE	FALSE	0
TERF1	7013	human	TRUE	0	0	FALSE	FALSE	0
TFDP2	7029	human	TRUE	0	0	FALSE	FALSE	0
TFEC	22797	human	TRUE	0	0	FALSE	FALSE	0
TGIF2LX	90316	human	TRUE	0	0	FALSE	FALSE	0
TGIF2LY	90655	human	TRUE	0	0	FALSE	FALSE	0
THAP1	55145	human	TRUE	0	0	FALSE	FALSE	0
THAP10	56906	human	TRUE	0	0	FALSE	FALSE	0
THAP12	5612	human	TRUE	0	0	FALSE	FALSE	0
THAP2	83591	human	TRUE	0	0	FALSE	FALSE	0
THAP3	90326	human	TRUE	0	0	FALSE	FALSE	0
THAP4	51078	human	TRUE	0	0	FALSE	FALSE	0
THAP5	168451	human	TRUE	0	0	FALSE	FALSE	0
THAP6	152815	human	TRUE	0	0	FALSE	FALSE	0
THAP8	199745	human	TRUE	0	0	FALSE	FALSE	0
THAP9	79725	human	TRUE	0	0	FALSE	FALSE	0
TIGD2	166815	human	TRUE	0	0	FALSE	FALSE	0
TIGD3	220359	human	TRUE	0	0	FALSE	FALSE	0
TIGD4	201798	human	TRUE	0	0	FALSE	FALSE	0
TIGD5	84948	human	TRUE	0	0	FALSE	FALSE	0
TIGD6	81789	human	TRUE	0	0	FALSE	FALSE	0
TIGD7	91151	human	TRUE	0	0	FALSE	FALSE	0
TMF1	7110	human	TRUE	0	0	FALSE	FALSE	0
TOPORS	10210	human	TRUE	0	0	FALSE	FALSE	0
TPRX1	284355	human	TRUE	0	0	FALSE	FALSE	0
TRAFD1	10906	human	TRUE	0	0	FALSE	FALSE	0
USF3	205717	human	TRUE	0	0	FALSE	FALSE	0
YBX2	51087	human	TRUE	0	0	FALSE	FALSE	0
ZBED2	79413	human	TRUE	0	0	FALSE	FALSE	0
ZBED4	9889	human	TRUE	0	0	FALSE	FALSE	0
ZBED5	58486	human	TRUE	0	0	FALSE	FALSE	0
ZBTB1	22890	human	TRUE	0	0	FALSE	FALSE	0
ZBTB11	27107	human	TRUE	0	0	FALSE	FALSE	0
ZBTB12	221527	human	TRUE	0	0	FALSE	FALSE	0
ZBTB21	49854	human	TRUE	0	0	FALSE	FALSE	0
ZBTB22	9278	human	TRUE	0	0	FALSE	FALSE	0
ZBTB24	9841	human	TRUE	0	0	FALSE	FALSE	0
ZBTB25	7597	human	TRUE	0	0	FALSE	FALSE	0
ZBTB26	57684	human	TRUE	0	0	FALSE	FALSE	0
ZBTB34	403341	human	TRUE	0	0	FALSE	FALSE	0
ZBTB37	84614	human	TRUE	0	0	FALSE	FALSE	0
ZBTB39	9880	human	TRUE	0	0	FALSE	FALSE	0
ZBTB40	9923	human	TRUE	0	0	FALSE	FALSE	0
