DTRI_ID	TF_Symbol_Human	Target_Symbol_Human	PubMed_IDs	Databases
tri_04922	KLF5	CDKN2B	19419955	InnateDB, TRRUST
tri_05016	LDB1	LYL1	21186366	InnateDB
tri_05017	LDB1	TAL1	21186366	InnateDB
tri_05018	LDB1	TCF3	21186366, 10767331	InnateDB, TRRUST
tri_05019	LDB1	LMO2	21186366	InnateDB
tri_05020	LDB1	GATA2	21186366	InnateDB
tri_05021	LDB1	PBX1	21186366	InnateDB
tri_05022	LDB1	not_applicable	21186366	InnateDB
tri_05023	LDB1	RUNX1	21186366, 17823307	InnateDB, TRRUST
tri_05024	LDB1	MYB	21186366	InnateDB
tri_05025	LDB1	PTEN	21186366	InnateDB
tri_05026	LDB1	FOXO3	21186366	InnateDB
tri_05027	LDB1	KMT2A	21186366	InnateDB
tri_05028	LDB1	MAD1L1	21186366	InnateDB
tri_05029	LDB1	STAT3	21186366	InnateDB
tri_05030	LDB1	STAT5A	21186366	InnateDB
tri_05031	LDB1	ETV6	21186366	InnateDB
tri_05032	LDB1	IKZF1	21186366	InnateDB
tri_05033	LDB1	CREBBP	21186366	InnateDB
tri_06724	HMGA1	IGFBP1	22745191	InnateDB
tri_06726	HMGA1	IGFBP3	22745191	InnateDB
tri_07894	KLF5	PPARG	25686501	InnateDB
tri_07897	KLF5	PPARA	25686501	InnateDB
tri_07900	KLF5	PPARD	25686501	InnateDB
tri_09558	HMGA1	CCNB2	19223528	TFactS
tri_09559	HMGA1	FGL1	19304666	TFactS
tri_09672	MSX2	ENPP1	20803545	TFactS, TRRUST
tri_09673	MSX2	SPP1	21467818, 21276840, 20965237	TFactS
tri_11365	FOSL1	CDKN2A	15688012	TFe
tri_11366	FOSL1	CCNA2	17347653	TFe
tri_11367	FOSL1	CCND1	15143165	TFe
tri_11368	FOSL1	NQO1	8962164	TFe
tri_11369	FOSL1	ELN	1155758	TFe
tri_11370	FOSL1	CD44	18096084	TFe
tri_11371	FOSL1	MMP9	15608675, 4565943, 19208844	TFe
tri_11372	FOSL1	VIP	10464293	TFe
tri_11629	KLF5	NANOG	18653541	TFe, TRRUST
tri_11704	MSX2	DLX2	11948188, 11763998	TFe, TRRUST
tri_11705	MSX2	BGLAP	7877617, 10569470, 12145306, 15131132	TFe, TRRUST
tri_13434	FOSL1	EZH2	23116973	TRRUST
tri_13435	FOSL1	ITGAV	23319049	TRRUST
tri_13436	FOSL1	ITGB3	23319049	TRRUST
tri_13437	FOSL1	SFTPD	10915785	TRRUST
tri_14028	HMGA1	BRCA1	12640109, 16007157	TRRUST
tri_14029	HMGA1	CD44	15901130	TRRUST
tri_14030	HMGA1	CDC25A	22249617	TRRUST
tri_14031	HMGA1	CDH1	22276142	TRRUST
tri_14032	HMGA1	CRYAB	17723105	TRRUST
tri_14033	HMGA1	IL1B	15901130	TRRUST
tri_14034	HMGA1	INSR	16707431, 17434141, 12665574	TRRUST
tri_14035	HMGA1	KL	15378028	TRRUST
tri_14036	HMGA1	POU1F1	22199144	TRRUST
tri_14037	HMGA1	PTGS2	22898640	TRRUST
tri_14038	HMGA1	RAG2	15713121	TRRUST
tri_14039	HMGA1	SLC2A3	22706202	TRRUST
tri_14040	HMGA1	SP1	20335021	TRRUST
tri_14041	HMGA1	TP53	20335021	TRRUST
tri_14042	HMGA1	TWIST1	22276142	TRRUST
tri_14043	HMGA1	XPA	17616660	TRRUST
tri_14529	KLF5	CCNB1	21951574	TRRUST
tri_14530	KLF5	CCND1	19189969	TRRUST
tri_14531	KLF5	CXCR4	19460858	TRRUST
tri_14532	KLF5	FASN	18774944	TRRUST
tri_14533	KLF5	FGFBP1	20484041, 22632819	TRRUST
tri_14534	KLF5	FOXO1	21487104	TRRUST
tri_14535	KLF5	HIF1A	23880760	TRRUST
tri_14536	KLF5	ITGB2	22632819	TRRUST
tri_14537	KLF5	MMP9	18617520	TRRUST
tri_14538	KLF5	MYH11	12707992	TRRUST
tri_14539	KLF5	NOTCH1	21868761	TRRUST
tri_14572	LDB1	BMP7	17452977	TRRUST
tri_14761	MSX2	ABCG2	21465479	TRRUST
tri_14762	MSX2	BCL2	21730974	TRRUST
tri_14763	MSX2	CDH2	21730974	TRRUST
tri_14764	MSX2	IBSP	23485603	TRRUST
tri_14765	MSX2	NKX3-1	22848398	TRRUST
tri_14766	MSX2	SOD1	22824755	TRRUST
tri_19102	FOSL1	FOS	10208434	TRRUST
tri_19103	FOSL1	JUN	10208434	TRRUST
tri_19104	FOSL1	MMP2	20353950	TRRUST
tri_19105	FOSL1	NFE2L2	22393254	TRRUST
tri_19106	FOSL1	PRDM1	25288397	TRRUST
tri_19107	FOSL1	THBS1	16598380	TRRUST
tri_19108	FOSL1	THBS2	16598380	TRRUST
tri_19435	HMGA1	RBP4	19389484	TRRUST
tri_19766	KLF5	EGR1	15098654	TRRUST
tri_19767	KLF5	LTF	10572182	TRRUST
tri_19768	KLF5	MCM2	22538816	TRRUST
tri_19769	KLF5	NOS2	15098654	TRRUST
tri_19770	KLF5	PDGFA	15098654	TRRUST
tri_19771	KLF5	POU5F1	18653541	TRRUST
tri_19772	KLF5	RUNX2	25205373	TRRUST
tri_19773	KLF5	SERPINE1	15098654	TRRUST
tri_19774	KLF5	TCL1A	18983969	TRRUST
tri_19775	KLF5	VEGFA	15098654	TRRUST
tri_19784	LDB1	ARX	23193182	TRRUST
tri_19785	LDB1	EPB42	16800816	TRRUST
tri_19786	LDB1	FGF10	22411555	TRRUST
tri_19787	LDB1	GLP1R	23193182	TRRUST
tri_19788	LDB1	IGF1	23193182	TRRUST
tri_19789	LDB1	LHX6	10393337	TRRUST
tri_19790	LDB1	MAFA	23193182	TRRUST
tri_19791	LDB1	NLRP2	10767331	TRRUST
tri_19988	MSX2	ALPL	15383550	TRRUST
tri_19989	MSX2	ATOH1	24715462	TRRUST
tri_19990	MSX2	NEUROD6	24715462	TRRUST
tri_19991	MSX2	DKK1	18487199, 25545010	TRRUST, Current
tri_19992	MSX2	DLX5	15383550	TRRUST
tri_19993	MSX2	not_applicable	20843790	TRRUST
tri_19994	MSX2	ETS1	23284303	TRRUST
tri_19995	MSX2	IHH	18682398	TRRUST
tri_19996	MSX2	LSS	9556061	TRRUST
tri_19997	MSX2	MEPE	19617624	TRRUST
tri_19998	MSX2	MYOCD	17030628	TRRUST
tri_19999	MSX2	PPARG	12925529	TRRUST
tri_20000	MSX2	SP7	12925529	TRRUST
tri_20001	MSX2	SRF	17030628	TRRUST
tri_20002	MSX2	TAGLN	17030628	TRRUST
tri_00281	DDIT3	CXCL8	18772138, 17709599, 15688424, 18850010	CytReg, HTRIdb_LC, TRRUST
tri_00287	ELF1	IL3	8228815	CytReg
tri_00370	ELF1	CSF2	8611694	CytReg
tri_00629	SNAI2	CXCL12	21182836, 22074556	CytReg, TRRUST
tri_00630	DDIT3	IL23A	20876114	CytReg, InnateDB
tri_00768	DDIT3	IL6	12706815, 15688424	CytReg, TRRUST
tri_00770	NFIA	CCL2	16206198	CytReg
tri_00827	DDIT3	CCL2	18649942	CytReg
tri_00888	ZEB1	IL2	11893416, 19181930, 10567522	CytReg, InnateDB, TRRUST
tri_00951	EBF1	CXCL12	17374609	CytReg, TFe
tri_00988	ZEB1	TGFB1	21389977	CytReg, TRRUST
tri_01204	EBF1	CXCL5	17374609	CytReg
tri_01443	EBF1	MYO1D	29507293	ENdb
tri_01444	EBF1	SMYD3	29507293	ENdb
tri_01483	ELF1	NKX2-2	25453903	ENdb
tri_01531	EBF1	CD19	18552207, 14960572	ENdb, TFe
tri_01862	DDIT3	ASNS	18940792	HTRIdb_LC, TRRUST, Current
tri_01863	DDIT3	VEGFA	18940792	HTRIdb_LC
tri_01864	DDIT3	TNFRSF10B	15994939, 15322075, 18593935, 18794136, 21044953, 21726997, 21941003, 18172319, 20157774, 22328338	HTRIdb_LC, ORegAnno_LC, TRRUST
tri_01865	DDIT3	GIT1	18940792	HTRIdb_LC
tri_01866	DDIT3	SLC38A2	18940792	HTRIdb_LC
tri_01938	ELF1	PYGO2	18314487	HTRIdb_LC
tri_02839	SNAI2	L1CAM	21109948	HTRIdb_LC
tri_03126	ZEB1	AR	19921427, 22391641	HTRIdb_LC, TRRUST
tri_03127	ZEB1	ITGB4	20729552	HTRIdb_LC, TRRUST
tri_03128	ZEB1	LAMC2	20729552	HTRIdb_LC, TRRUST
tri_03129	ZEB1	SPRR1B	20042643	HTRIdb_LC, TRRUST
tri_03606	SNAI2	CDH1	16849535, 15311212, 20053763, 22899291, 21081648, 21796367, 15790452, 17655524, 18794357, 19288218, 19448627, 21470622, 19635798	InnateDB, TRRUST, Current
tri_03613	ZEB1	CDH1	10949939, 19839049, 12161443, 15311212, 23743934, 22147512, 17655524	InnateDB, TRRUST
tri_03886	ELF1	IL2RA	7862168	InnateDB
tri_03966	NFIA	MIR223	16325577	InnateDB
tri_04193	ELF1	CYBB	15618156, 10233904	InnateDB, TRRUST
tri_04283	ELF1	CD68	12676954	InnateDB, TRRUST
tri_04303	EBF1	PAX5	19345119, 10435576	InnateDB, TFe, TRRUST
tri_04725	DDIT3	ATG5	20038797	InnateDB, TRRUST
tri_04726	DDIT3	PPP1R15A	20038797	InnateDB
tri_04963	EBF1	CEACAM1	17429843	InnateDB
tri_04964	EBF1	CD53	17429843	InnateDB
tri_06251	DDIT3	PPARGC1A	19491401	InnateDB
tri_06295	ELF1	FCAR	15928042	InnateDB
tri_06297	ELF1	FCER1G	18378679, 18629488	InnateDB, TRRUST
tri_06324	ELF1	TOLLIP	21867680	InnateDB, TRRUST
tri_06353	ELF1	FES	8657143	InnateDB
tri_07449	ELF1	FCER1A	18629488, 11971001	InnateDB, TRRUST
tri_08432	ZEB1	SMAD4	21421563	ORegAnno_LC
tri_09026	EBF1	CEBPA	17060461	TFactS, TFe
tri_09027	EBF1	PPARG	17060461	TFactS, TFe, TRRUST
tri_09038	ELF1	CD3D	12324448	TFactS
tri_10816	NFIA	ADA	15677472	TFe
tri_10817	NFIA	CDKN1A	17130157	TFe, TRRUST
tri_10818	NFIA	CTLA4	18088253	TFe
tri_10819	NFIA	CYP1A2	15849719	TFe
tri_10820	NFIA	not_applicable	10517672	TFe
tri_10821	NFIA	ALDOA	9571041	TFe
tri_10822	NFIA	FN1	1404598	TFe
tri_10823	NFIA	GFAP	2398353, 1918004, 21690374	TFe, TRRUST
tri_10824	NFIA	SLC25A5	15096217, 12777383	TFe
tri_10825	NFIA	SCGB2A1	16020486	TFe
tri_10826	NFIA	SERPINE1	1549130	TFe
tri_10827	NFIA	S100B	1321139	TFe
tri_10828	NFIA	TP53	8816507, 12145335	TFe
tri_10836	NFIA	HGF	10851080	TFe, TRRUST
tri_10837	NFIA	LDHC	11447215	TFe
tri_10838	NFIA	MBP	1321139	TFe
tri_10839	NFIA	NEFL	1321139	TFe
tri_10840	NFIA	PITX2	17562863	TFe
tri_10841	NFIA	REN	12591615	TFe
tri_10842	NFIA	SLC2A4	10212282	TFe, TRRUST
tri_11416	SNAI2	SLC6A2	1714605	TFe
tri_11417	SNAI2	BRCA2	15734731	TFe
tri_11642	EBF1	not_applicable	8621915, 17374609, 20965576	TFe, TRRUST
tri_11643	EBF1	BLK	10553071, 14594818	TFe, TRRUST
tri_11644	EBF1	CD79A	8497258, 12446773, 20385820	TFe, TRRUST
tri_11645	EBF1	CD79B	9858563	TFe
tri_11646	EBF1	IGLL5	9252117, 12748286	TFe, TRRUST
tri_11647	EBF1	IGLL1	9252117, 12748286	TFe, TRRUST
tri_11648	EBF1	OMP	12082130, 8474458, 9579406	TFe, TRRUST
tri_11649	EBF1	SLC2A4	11696544	TFe
tri_11650	EBF1	VPREB1	9541572	TFe
tri_11651	EBF1	GNAL	9151732	TFe
tri_11652	EBF1	CNGA2	9151732	TFe
tri_11653	EBF1	POSTN	17374609	TFe
tri_11654	EBF1	ADCY3	9151732	TFe
tri_11813	ZEB1	PKP3	17391671	TFe, TRRUST
tri_12743	DDIT3	ANKRD1	19299913	TRRUST
tri_12744	DDIT3	ATF2	16164412	TRRUST
tri_12745	DDIT3	ATF5	16164412	TRRUST
tri_12746	DDIT3	CDK2	20017906	TRRUST
tri_12747	DDIT3	CEBPA	21983012	TRRUST
tri_12748	DDIT3	MAP1LC3B	20038797	TRRUST
tri_12749	DDIT3	MCL1	22253918	TRRUST
tri_12750	DDIT3	NOS3	22265908	TRRUST
tri_12751	DDIT3	RTN3	17191123	TRRUST
tri_12752	DDIT3	SIRT1	21801305	TRRUST
tri_12753	DDIT3	SIRT2	21801305	TRRUST
tri_12754	DDIT3	TF	12939601	TRRUST
tri_12755	DDIT3	TRIB3	15775988, 18940792	TRRUST
tri_12916	EBF1	ATF5	20423929	TRRUST
tri_12977	ELF1	BRCA2	10557089	TRRUST
tri_12978	ELF1	ERBB2	7914192	TRRUST
tri_12979	ELF1	FLI1	19829305	TRRUST
tri_12980	ELF1	MEIS1	20600580	TRRUST
tri_12981	ELF1	TEK	19674970	TRRUST
tri_12982	ELF1	TLR9	15294971	TRRUST
tri_15048	NFIA	PCK2	10085123	TRRUST
tri_16684	SNAI2	CD44	20509143	TRRUST
tri_16685	SNAI2	CDH2	21796367	TRRUST
tri_16686	SNAI2	CXADR	10487759	TRRUST
tri_16687	SNAI2	CXCR4	22074556	TRRUST
tri_16688	SNAI2	HPGD	17575121	TRRUST
tri_16689	SNAI2	JAG1	20509143	TRRUST
tri_16690	SNAI2	LPAR2	17671192	TRRUST
tri_16691	SNAI2	MMP17	20019845	TRRUST
tri_16692	SNAI2	MMP9	22074556	TRRUST
tri_16693	SNAI2	POU5F1	21567100	TRRUST
tri_16694	SNAI2	UBE2D3	21044962	TRRUST
tri_16695	SNAI2	VDR	18485278, 20138990	TRRUST
tri_18239	ZEB1	BCL6	20175752	TRRUST
tri_18240	ZEB1	COL4A3	22199242	TRRUST
tri_18241	ZEB1	CXADR	10487759	TRRUST
tri_18242	ZEB1	EPCAM	23667256	TRRUST
tri_18243	ZEB1	GRHL2	23814079	TRRUST
tri_18244	ZEB1	MUC1	12161443	TRRUST
tri_18245	ZEB1	POU5F1	23049906	TRRUST
tri_18704	DDIT3	BBC3	21159964	TRRUST
tri_18774	EBF1	ZNF423	23209378	TRRUST
tri_18775	EBF1	ZNF521	18338816, 23209378	TRRUST
tri_18832	ELF1	CD1D	16002702	TRRUST
tri_18833	ELF1	CSF1R	9506963	TRRUST
tri_18834	ELF1	DNTT	8887642	TRRUST
tri_18835	ELF1	EPHA7	9010230	TRRUST
tri_18836	ELF1	not_applicable	8662845, 19285002	TRRUST
tri_18837	ELF1	LYL1	17053063	TRRUST
tri_18838	ELF1	TAL1	9786909	TRRUST
tri_20300	NFIA	FAM89B	8380466, 9056636	TRRUST
tri_20301	NFIA	GABRA6	15466411	TRRUST
tri_21518	SNAI2	BBC3	24998847, 21339993	TRRUST
tri_21519	SNAI2	CDX2	17599044	TRRUST
tri_21520	SNAI2	COL2A1	12917416	TRRUST
tri_21521	SNAI2	CTNNB1	15790452	TRRUST
tri_21522	SNAI2	DSG2	15790452	TRRUST
tri_21523	SNAI2	not_applicable	24703882	TRRUST
tri_21524	SNAI2	OCLN	15790452	TRRUST
tri_21525	SNAI2	TJP1	15790452	TRRUST
tri_22417	ZEB1	CCNG2	11559567	TRRUST
tri_22418	ZEB1	CD4	10567522	TRRUST
tri_22419	ZEB1	GATA3	10567522	TRRUST
tri_22420	ZEB1	ITGA4	10567522	TRRUST
tri_22421	ZEB1	ITGA7	16129691	TRRUST
tri_22422	ZEB1	MIA	12133909	TRRUST
tri_22423	ZEB1	MITF	19515996	TRRUST
tri_22424	ZEB1	RBL2	11559567	TRRUST
tri_22425	ZEB1	ST3GAL5	25643708	TRRUST
tri_22426	ZEB1	TP73	20807817, 11713281, 16007124	TRRUST
tri_23089	NFIA	HES1	20610746	Current
tri_23245	SNAI2	SOX9	21645238	Current
tri_00453	FOXP3	IL2	11483607, 23954131, 16873067, 23275607, 17922010, 17028180, 22806628, 18324310	CytReg, InnateDB, TRRUST
tri_00497	FOXP3	IL6	24315995	CytReg
tri_00498	FOXP3	IL10	24315995	CytReg, TRRUST
tri_00632	FOXP3	IL22	23244505, 25194055	CytReg, TRRUST
tri_00782	FOXP3	IL17A	18434325	CytReg, TRRUST
tri_00931	NR1H4	CCL2	26474702	CytReg
tri_00970	PAX3	TGFB2	16787918	CytReg, TRRUST
tri_01013	FOXP3	TGFB1	27861999	CytReg
tri_01041	FOXP3	IL9	26365427	CytReg
tri_01047	FOXO4	IL10	28011648	CytReg
tri_01063	FOXP3	IFNG	17028180	CytReg, TRRUST
tri_01354	PAX3	RET	25267720, 20952403	ENdb
tri_01402	PAX3	MYOD1	28446439, 18854138, 10529415, 17275805	ENdb, TFactS, TRRUST
tri_03541	NR1H4	UGT2B4	12806625	HTRIdb_LC, TRRUST
tri_03542	NR1H4	ABCB11	11387316, 25675114, 23546875	HTRIdb_LC, InnateDB, TRRUST
tri_04306	FOXP3	IRF4	19182775	InnateDB
tri_04307	FOXP3	ICOS	19182775	InnateDB
tri_04447	FOXP3	NFATC1	19564342	InnateDB
tri_06263	HDAC4	PTGS2	18820298	InnateDB, TRRUST
tri_06848	HDAC4	ALPL	22270475	InnateDB
tri_07891	NR0B2	ABCB11	25675114	InnateDB
tri_07927	PAX3	WNT1	25721714, 18086577	InnateDB, TRRUST
tri_08441	FOXO4	STK11	22412893	ORegAnno_LC
tri_09289	FOXO4	ANXA8	19376120	TFactS, TRRUST
tri_09290	FOXO4	ANXA8L1	19376120	TFactS, TRRUST
tri_09291	FOXO4	BCL6	11777915	TFactS, TFe, TRRUST
tri_09292	FOXO4	CCNG2	014966295	TFactS
tri_09293	FOXO4	FBXO32	18701653	TFactS
tri_09294	FOXO4	GADD45A	12048180	TFactS, TFe, TRRUST
tri_09295	FOXO4	PPARGC1A	17390079	TFactS, TRRUST
tri_09296	FOXO4	RBL2	11884591	TFactS, TFe, TRRUST
tri_09891	PAX3	DCT	1999537, 16857183	TFactS, TRRUST
tri_10858	NR1H4	FABP6	10334992, 10514450	TFe, TRRUST
tri_10859	NR1H4	NR0B2	11030332, 23546875	TFe, TRRUST
tri_11167	FOXO4	BCL2L11	15824087, 21858169	TFe, TRRUST
tri_11168	FOXO4	SPRY2	17254969	TFe
tri_11169	FOXO4	CDKN1A	15084259	TFe
tri_11170	FOXO4	CDKN1B	10783894	TFe
tri_11171	FOXO4	G6PC	11779849	TFe
tri_11172	FOXO4	IGFBP1	7532283, 10217147, 10880363	TFe
tri_11173	FOXO4	PCK2	11779849	TFe
tri_11174	FOXO4	SCP2	14563822	TFe
tri_11175	FOXO4	SOD2	15126506, 21536589	TFe, TRRUST
tri_13540	FOXO4	CREB1	20136501	TRRUST
tri_13541	FOXO4	HIF1A	12761217, 20136501	TRRUST
tri_13542	FOXO4	PSMD11	22972301	TRRUST
tri_13543	FOXO4	TNFSF10	23630076	TRRUST
tri_13549	FOXP3	BRCA1	23319807	TRRUST
tri_13550	FOXP3	CCR4	21036387	TRRUST
tri_13551	FOXP3	CDKN1A	19276356	TRRUST
tri_13552	FOXP3	ERBB2	17570480	TRRUST
tri_13553	FOXP3	IL2RA	21036387, 17028180	TRRUST
tri_13554	FOXP3	SATB1	21743493	TRRUST
tri_13555	FOXP3	TLR10	17641056	TRRUST
tri_13556	FOXP3	USP21	23395819	TRRUST
tri_13557	FOXP3	ZNF205	22306510	TRRUST
tri_13856	HDAC4	ATF4	24308964	TRRUST
tri_13857	HDAC4	CA9	20110259	TRRUST
tri_13858	HDAC4	CDKN1A	18632985	TRRUST
tri_13859	HDAC4	CDKN2A	18558095	TRRUST
tri_13860	HDAC4	HDAC3	11804585	TRRUST
tri_13861	HDAC4	HOXB13	19013255	TRRUST
tri_13862	HDAC4	IL10	17610967	TRRUST
tri_13863	HDAC4	IL5	16922677	TRRUST
tri_13864	HDAC4	JUN	10523670	TRRUST
tri_13865	HDAC4	KLF4	21118993	TRRUST
tri_13866	HDAC4	MEF2A	17179159, 10748098	TRRUST
tri_13867	HDAC4	MMP13	17656568, 19423655	TRRUST
tri_13868	HDAC4	PTPA	18045992	TRRUST
tri_13869	HDAC4	PTGES	19115247	TRRUST
tri_13870	HDAC4	RECK	22781396	TRRUST
tri_13871	HDAC4	RUNX2	19509297, 21381079	TRRUST
tri_13872	HDAC4	SLC2A4	23899560	TRRUST
tri_13873	HDAC4	SMAD4	23817620	TRRUST
tri_13874	HDAC4	TGIF1	17610967	TRRUST
tri_13875	HDAC4	TGIF2	17610967	TRRUST
tri_13876	HDAC4	VCAM1	19281832	TRRUST
tri_13877	HDAC4	VEGFA	19509297	TRRUST
tri_13878	HDAC4	WT1	18064385	TRRUST
tri_15428	NR0B2	APOC3	20516075	TRRUST
tri_15429	NR0B2	CYP27A1	15581596	TRRUST
tri_15430	NR0B2	CYP7A1	15358835, 15581596, 17145766, 21963511, 22034226, 23038264	TRRUST
tri_15431	NR0B2	CYP8B1	15581596, 22034226	TRRUST
tri_15432	NR0B2	E2F1	18657049	TRRUST
tri_15433	NR0B2	G6PC	15358835	TRRUST
tri_15434	NR0B2	PCK2	17094771, 15358835	TRRUST
tri_15435	NR0B2	PTGS2	21613300	TRRUST
tri_15440	NR1H4	ABCB4	14527955	TRRUST
tri_15441	NR1H4	ABCC4	22291955	TRRUST
tri_15442	NR1H4	CYP7A1	17135343	TRRUST
tri_15443	NR1H4	DCN	18514055	TRRUST
tri_15444	NR1H4	EDN1	16357303	TRRUST
tri_15445	NR1H4	HSD3B2	19059462	TRRUST
tri_15446	NR1H4	INS	20060466	TRRUST
tri_15447	NR1H4	KLF11	20060466	TRRUST
tri_15448	NR1H4	KRT13	21619550	TRRUST
tri_15449	NR1H4	NFKB1	21364590	TRRUST
tri_15450	NR1H4	NR1I2	21476904	TRRUST
tri_15451	NR1H4	PLTP	10998425	TRRUST
tri_15452	NR1H4	RELA	21364590	TRRUST
tri_15453	NR1H4	SCARB1	20956002	TRRUST
tri_15454	NR1H4	SLCO1B3	16741617	TRRUST
tri_15455	NR1H4	STK11	22265968	TRRUST
tri_15456	NR1H4	VEGFA	21364590	TRRUST
tri_15656	PAX3	BCL2L1	10871843	TRRUST
tri_15657	PAX3	CXCR4	20068066	TRRUST
tri_15658	PAX3	DPYSL2	17229153	TRRUST
tri_15659	PAX3	MET	8633043, 9464541	TRRUST
tri_15660	PAX3	MITF	20925909, 21965087, 19074888, 19026785, 9500554, 10942418, 15729346	TRRUST
tri_15661	PAX3	SHH	20569257	TRRUST
tri_19214	FOXO4	CCND1	12391153	TRRUST
tri_19215	FOXO4	CCND2	12391153	TRRUST
tri_19224	FOXP3	CTLA4	17028180, 16873067	TRRUST
tri_19225	FOXP3	NFKB1	20544860	TRRUST
tri_19226	FOXP3	OPN1SW	19014374	TRRUST
tri_19227	FOXP3	SKP2	18008005	TRRUST
tri_19228	FOXP3	TNFRSF18	17028180	TRRUST
tri_20500	NR0B2	BGLAP	21147283	TRRUST
tri_20501	NR0B2	BHMT	25701738	TRRUST
tri_20502	NR0B2	CDKN1A	17074765	TRRUST
tri_20503	NR0B2	not_applicable	18776219	TRRUST
tri_20504	NR0B2	MTF1	22362755	TRRUST
tri_20505	NR0B2	MTTP	17526026	TRRUST
tri_20506	NR0B2	NEUROD1	14752053	TRRUST
tri_20507	NR0B2	NPAS2	25212631	TRRUST
tri_20508	NR0B2	NR5A2	19638401, 20375098	TRRUST
tri_20509	NR0B2	PPARG	16803864	TRRUST
tri_20510	NR0B2	PPARGC1A	16213225	TRRUST
tri_20511	NR0B2	SERPINE1	17074765	TRRUST
tri_20512	NR0B2	SLC40A1	20674862	TRRUST
tri_20513	NR0B2	SLC51B	16357058	TRRUST
tri_20514	NR0B2	SMAD3	17074765	TRRUST
tri_20515	NR0B2	SMAD7	17074765	TRRUST
tri_20534	NR1H4	ABCC2	21330447	TRRUST
tri_20535	NR1H4	HHEX	19072826	TRRUST
tri_20536	NR1H4	SLC10A1	21330447	TRRUST
tri_20704	PAX3	DMRT2	20368965	TRRUST
tri_20705	PAX3	FGFR4	18593883	TRRUST
tri_20706	PAX3	HES1	18308300, 21169561	TRRUST, Current
tri_20707	PAX3	ITM2A	23650549	TRRUST
tri_20708	PAX3	LBX2	17492753	TRRUST
tri_20709	PAX3	LEF1	20006729	TRRUST
tri_20710	PAX3	MBP	7546735	TRRUST
tri_20711	PAX3	MSX2	18849531	TRRUST
tri_20712	PAX3	MYF5	16951257, 19022756, 24036067, 17301086	TRRUST
tri_20713	PAX3	NEUROG2	18308300, 21169561	TRRUST, Current
tri_20714	PAX3	POU3F2	22988297	TRRUST
tri_20715	PAX3	SPRY1	18593883	TRRUST
tri_20716	PAX3	ST8SIA2	11590174	TRRUST
tri_20717	PAX3	TYRP1	10480898	TRRUST
tri_00074	FOSL2	IL5	10491186	CytReg, TRRUST
tri_00084	FOSL2	TGFB1	10843986, 20427335	CytReg, TRRUST
tri_00427	FOSL2	IL11	9488674, 12929935	CytReg, InnateDB
tri_01027	FOSL2	IL2	21832163	CytReg
tri_01139	FOSL2	TGFB3	20427335	CytReg, TRRUST
tri_01411	CLOCK	CRY2	28637769, 22750052, 17660446, 15817303	ENdb, TRRUST
tri_01423	FOSL2	AMIGO2	29149598	ENdb
tri_02128	FOSL2	CLU	10406964	HTRIdb_LC, TRRUST
tri_02129	FOSL2	IVL	10816578	HTRIdb_LC, TRRUST
tri_02130	FOSL2	PLAUR	11234878	HTRIdb_LC, TRRUST
tri_02131	FOSL2	UGT2B15	19487245	HTRIdb_LC, TRRUST
tri_02235	HOXA10	HOXA10	16580301	HTRIdb_LC
tri_03718	NCOR2	BIRC3	15494311	InnateDB
tri_03725	NCOR2	CXCL8	15494311	InnateDB
tri_03761	NFKBIA	IL6	16931600	InnateDB
tri_03762	NFKBIA	TNFAIP3	16931600	InnateDB
tri_03763	NFKBIA	CCL5	16931600, 15228586	InnateDB, TRRUST
tri_03771	FOSL2	NOS2	12788789	InnateDB, TRRUST
tri_03775	NFKBIA	HES1	15536134	InnateDB
tri_03781	NFKBIA	HEY1	15536134	InnateDB
tri_03797	NCOR2	RELB	16239345	InnateDB
tri_04063	NCOR2	IL12B	19299558	InnateDB
tri_04064	NCOR2	CCL13	19299558	InnateDB
tri_04070	NCOR2	IL10	19299558	InnateDB
tri_04071	NCOR2	IL19	19299558	InnateDB
tri_04072	NCOR2	CCL17	19299558	InnateDB
tri_04073	NCOR2	IL1B	19299558	InnateDB
tri_04088	NCOR2	PTX3	19299558	InnateDB
tri_04089	NCOR2	LCN2	19299558	InnateDB
tri_04090	NCOR2	EPHA4	19299558	InnateDB
tri_04156	ZBTB16	RSAD2	19523849	InnateDB
tri_04157	ZBTB16	IFIT2	19523849	InnateDB
tri_06683	HOXA10	CYBB	10766757	InnateDB
tri_06732	HOXA10	FGF2	22493287	InnateDB
tri_07259	CLOCK	PER2	24060274, 15699353, 22750052, 17660446, 15817303, 24051492	InnateDB, TFe, TRRUST
tri_07260	CLOCK	MS4A2	24060274	InnateDB
tri_07429	FOSL2	BCL11B	22983707	InnateDB
tri_07890	NCOR2	ABCB11	25675114	InnateDB
tri_07967	NCOR2	NOS2	25858541	InnateDB
tri_09068	FOSL2	MMP13	16144844	TFactS
tri_11067	ZBTB16	MIR146A	18568019	TFe
tri_11068	ZBTB16	HOXB2	12802276	TFe
tri_11069	ZBTB16	CRABP1	18000064	TFe, TRRUST
tri_11070	ZBTB16	HOXD11	12408802	TFe
tri_11071	ZBTB16	ITGA4	16158049	TFe
tri_11072	ZBTB16	KIT	17664282	TFe
tri_11073	ZBTB16	MPL	12242665	TFe
tri_11074	ZBTB16	MYC	14645547, 19723763	TFe, Current
tri_11075	ZBTB16	PBX1	16862184	TFe
