DTRI_ID	EXPERIMENT_ID	PubMed_ID	TF_Symbol_Human	Target_Symbol_Human	TF_Entrez_ID	Target_Entrez_ID	TF_Species	Target_Species	Experiment_Type	Context_Type	Cell_Type	Age	TFBS	Mode
tri_23227	exp_3529	23139813	NEUROG2	DLK1	11924	13386	mouse	mouse	perturbation	primary_tissue	UBERON_0000203	E13.5	not_applicable	repression
tri_23228	exp_3531	23139813	NEUROG2	not_applicable	11924	100040724	mouse	mouse	perturbation	primary_tissue	UBERON_0000203	E13.5	not_applicable	repression
tri_23228	exp_3532	23139813	NEUROG2	not_applicable	11924	75745	mouse	mouse	perturbation	primary_tissue	UBERON_0000203	E13.5	not_applicable	repression
tri_02910	exp_0944	20833840	SP1	KIT	20683	16590	mouse	mouse	binding	primary_cell	CL_0000097	unknown	proximal	not_applicable
tri_02910	exp_0946	20833840	SP1	KIT	20683	16590	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_02910	exp_0948	20833840	SP1	KIT	20683	16590	mouse	mouse	perturbation	primary_cell	CL_0000097	unknown	not_applicable	activation
tri_02910	exp_0594	20833840	SP1	KIT	20683	16590	mouse	mouse	reporter	cell_line	CLO_0002640	not_applicable	proximal	activation
tri_02927	exp_3194	20385708	SP1	OPRM1	20683	18390	mouse	mouse	binding	cell_line	CLO_0008302	not_applicable	unknown	not_applicable
tri_02927	exp_3195	20385708	SP1	OPRM1	20683	18390	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_02927	exp_3196	20385708	SP1	OPRM1	20683	18390	mouse	mouse	reporter	cell_line	BTO_0000931	not_applicable	unknown	activation
tri_04775	exp_3144	19783677	RELA	PTGS2	19697	19225	mouse	mouse	binding	primary_cell	CL_0000138	P4	unknown	not_applicable
tri_04775	exp_3145	19783677	RELA	PTGS2	19697	19225	mouse	mouse	perturbation	primary_cell	CL_0000138	P4	not_applicable	activation
tri_07959	exp_0406	24041570	RELA	HSPA1A	5970	193740	human	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_07959	exp_0401	24041570	RELA	HSPA1A	5970	193740	human	mouse	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_07959	exp_0408	24041570	RELA	HSPA1A	19697	193740	mouse	mouse	binding	cell_line	CLO_0008154	not_applicable	proximal	not_applicable
tri_07959	exp_1065	24041570	RELA	HSPA1A	19697	193740	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_07959	exp_0406	24041570	RELA	HSPA1B	5970	193740	human	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_07959	exp_0401	24041570	RELA	HSPA1B	5970	193740	human	mouse	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_07959	exp_0408	24041570	RELA	HSPA1B	19697	193740	mouse	mouse	binding	cell_line	CLO_0008154	not_applicable	proximal	not_applicable
tri_07959	exp_1065	24041570	RELA	HSPA1B	19697	193740	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_07960	exp_0406	24041570	RELA	HSPA1A	5970	193740	human	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_07960	exp_0401	24041570	RELA	HSPA1A	5970	193740	human	mouse	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_07960	exp_0408	24041570	RELA	HSPA1A	19697	193740	mouse	mouse	binding	cell_line	CLO_0008154	not_applicable	proximal	not_applicable
tri_07960	exp_1065	24041570	RELA	HSPA1A	19697	193740	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_07960	exp_0406	24041570	RELA	HSPA1B	5970	193740	human	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_07960	exp_0401	24041570	RELA	HSPA1B	5970	193740	human	mouse	reporter	cell_line	CLO_0001230	not_applicable	proximal	activation
tri_07960	exp_0408	24041570	RELA	HSPA1B	19697	193740	mouse	mouse	binding	cell_line	CLO_0008154	not_applicable	proximal	not_applicable
tri_07960	exp_1065	24041570	RELA	HSPA1B	19697	193740	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	activation
tri_16253	exp_3243	20587593	RELA	NRF1	5970	4899	human	human	perturbation	cell_line	CLO_0003704	not_applicable	not_applicable	activation
tri_16253	exp_3244	20587593	RELA	NRF1	5970	4899	human	human	perturbation	cell_line	CLO_0053042	not_applicable	not_applicable	activation
tri_16253	exp_3240	20587593	RELA	NRF1	5970	18181	human	mouse	reporter	cell_line	CLO_0003704	not_applicable	proximal	activation
tri_16253	exp_3241	20587593	RELA	NRF1	19697	18181	mouse	mouse	binding	primary_tissue	UBERON_0002107	unknown	proximal	not_applicable
tri_16253	exp_3242	20587593	RELA	NRF1	19697	18181	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_17046	exp_0084	17289023	SP1	SOX9	6667	6662	human	human	binding	cell_line	CUSTOM_HTB_cell	not_applicable	proximal	not_applicable
tri_17046	exp_0085	17289023	SP1	SOX9	6667	6662	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_17046	exp_0778	17289023	SP1	SOX9	6667	6662	human	human	reporter	cell_line	EFO_0002816	not_applicable	proximal	activation
tri_21605	exp_3576	23376217	SP1	ACSL4	20683	50790	mouse	mouse	binding	cell_line	BTO_0003050	not_applicable	proximal	not_applicable
tri_21605	exp_3577	23376217	SP1	ACSL4	20683	50790	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_21605	exp_3581	23376217	SP1	ACSL4	20683	50790	mouse	mouse	perturbation	cell_line	BTO_0003050	not_applicable	not_applicable	activation
tri_21605	exp_3579	23376217	SP1	ACSL4	20683	50790	mouse	mouse	reporter	cell_line	BTO_0003050	not_applicable	proximal	activation
tri_21635	exp_2985	18593980	SP1	COPS5	6667	10987	human	human	binding	cell_line	CLO_0003704	not_applicable	unknown	not_applicable
tri_21642	exp_1141	27143785	SP1	DMD	20683	13405	mouse	mouse	binding	cell_line	CLO_0003711	not_applicable	proximal	not_applicable
tri_21642	exp_1140	27143785	SP1	DMD	20683	13405	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_21642	exp_1148	27143785	SP1	DMD	20683	13405	mouse	mouse	perturbation	cell_line	CLO_0003711	not_applicable	not_applicable	repression
tri_21642	exp_1145	27143785	SP1	DMD	20683	13405	mouse	mouse	reporter	cell_line	CLO_0003711	not_applicable	proximal	activation
tri_21707	exp_0700	16250013	SP1	NECTIN2	20683	19294	mouse	mouse	binding	cell_line	CLO_0009368	not_applicable	proximal	not_applicable
tri_21707	exp_0701	16250013	SP1	NECTIN2	20683	19294	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_21707	exp_0704	16250013	SP1	NECTIN2	20683	19294	mouse	mouse	reporter	cell_line	CLO_0009368	not_applicable	proximal	activation
tri_23283	exp_0611	10767553	SP1	HHEX	20683	15242	mouse	mouse	reporter	cell_line	EFO_0001233	not_applicable	proximal	activation
tri_09823	exp_1385	15546612	NOTCH1	HES1	4851	3280	human	human	binding	cell_line	CLO_0002115	not_applicable	unknown	not_applicable
tri_09823	exp_2658	15546612	NOTCH1	HES1	4851	3280	human	human	perturbation	cell_line	CLO_0002510	not_applicable	not_applicable	activation
tri_09823	exp_2659	15546612	NOTCH1	HES1	4851	3280	human	human	reporter	cell_line	CLO_0003684	not_applicable	unknown	activation
tri_09823	exp_3382	21956839	NOTCH1	HES1	18128	15205	mouse	mouse	binding	cell_line	CLO_0050544	not_applicable	unknown	not_applicable
tri_09823	exp_3383	21956839	NOTCH1	HES1	18128	15205	mouse	mouse	perturbation	cell_line	CLO_0050544	not_applicable	not_applicable	activation
tri_09823	exp_2761	16869730	NOTCH1	HES1	18128	15205	mouse	mouse	perturbation	cell_line	CLO_0009142	not_applicable	not_applicable	activation
tri_09823	exp_1310	11866432	NOTCH1	HES1	18128	15205	mouse	mouse	reporter	cell_line	CLO_0002421	not_applicable	unknown	activation
tri_09823	exp_2443	11741889	NOTCH1	HES1	18128	15205	mouse	mouse	reporter	cell_line	EFO_0002816	not_applicable	unknown	activation
tri_09823	exp_2760	16869730	NOTCH1	HES1	18128	15205	mouse	mouse	reporter	cell_line	CLO_0009142	not_applicable	unknown	activation
tri_09824	exp_2444	11741889	NOTCH1	HES5	18128	15208	mouse	mouse	reporter	cell_line	EFO_0002816	not_applicable	unknown	activation
tri_09825	exp_3384	21956839	NOTCH1	HEY1	18128	15213	mouse	mouse	perturbation	cell_line	CLO_0050544	not_applicable	not_applicable	activation
tri_09826	exp_2445	11741889	NOTCH1	HEY2	18128	15214	mouse	mouse	reporter	cell_line	EFO_0002816	not_applicable	proximal	activation
tri_20673	exp_0952	20959288	OLIG2	SOX10	50913	20665	mouse	mouse	binding	cell_line	CLO_0001300	not_applicable	distal	not_applicable
tri_20673	exp_0953	20959288	OLIG2	SOX10	50913	20665	mouse	mouse	binding	primary_tissue	UBERON_0002240	E18.5	distal	not_applicable
tri_20673	exp_0954	20959288	OLIG2	SOX10	50913	20665	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	distal	not_applicable
tri_20673	exp_0955	20959288	OLIG2	SOX10	50913	20665	mouse	mouse	reporter	cell_line	CLO_0001300	not_applicable	distal	activation
tri_22675	exp_1443	16554441	OLIG2	CDKN1B	10215	1027	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_22675	exp_1445	16554441	OLIG2	CDKN1B	10215	1027	human	human	perturbation	cell_line	CLO_0052132	not_applicable	not_applicable	activation
tri_22675	exp_1444	16554441	OLIG2	CDKN1B	10215	1027	human	human	reporter	cell_line	CLO_0052132	not_applicable	proximal	activation
tri_22676	exp_3611	23658182	OLIG2	OLIG1	50913	50914	mouse	mouse	perturbation	primary_tissue	UBERON_0002240	P0	not_applicable	activation
tri_22676	exp_3612	23658182	OLIG2	OLIG1	50913	50914	mouse	mouse	perturbation	primary_tissue	UBERON_0002240	P14	not_applicable	repression
tri_22677	exp_3687	24803655	OLIG2	EPHA3	50913	13837	mouse	mouse	perturbation	primary_tissue	UBERON_0001894	E13.5	not_applicable	activation
tri_22678	exp_3688	24803655	OLIG2	EPHA5	50913	13839	mouse	mouse	perturbation	primary_tissue	UBERON_0001894	E13.5	not_applicable	activation
tri_22679	exp_2903	17951409	OLIG2	ARHGAP8	10215	23779	human	human	perturbation	cell_line	CUSTOM_U12-1_cell	not_applicable	not_applicable	repression
tri_22680	exp_0535	27154355	OLIG2	SIGLEC8	10215	27181	human	human	binding	cell_line	BTO_0001669	not_applicable	proximal	not_applicable
tri_22680	exp_0538	27154355	OLIG2	SIGLEC8	10215	27181	human	human	perturbation	cell_line	BTO_0001669	not_applicable	not_applicable	activation
tri_22680	exp_0537	27154355	OLIG2	SIGLEC8	10215	27181	human	human	perturbation	primary_cell	CL_0000771	unknown	not_applicable	activation
tri_22680	exp_0536	27154355	OLIG2	SIGLEC8	10215	27181	human	human	reporter	cell_line	BTO_0001669	not_applicable	proximal	activation
tri_22681	exp_3866	27165742	OLIG2	PIM1	50913	18712	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_22682	exp_3862	27165742	OLIG2	CDCA8	50913	52276	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_22683	exp_3865	27165742	OLIG2	AURKA	50913	20878	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_22684	exp_3864	27165742	OLIG2	CCNB1	50913	268697	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_22685	exp_3860	27165742	OLIG2	CDC20	50913	107995	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_22686	exp_3863	27165742	OLIG2	CDC25C	50913	12532	mouse	mouse	perturbation	primary_cell	CL_0000125	unknown	not_applicable	activation
tri_23097	exp_1107	25107895	NOTCH1	COL1A1	4851	1277	human	human	perturbation	cell_line	CLO_0007865	not_applicable	not_applicable	activation
tri_23097	exp_0452	25107895	NOTCH1	COL1A1	4851	1277	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_23097	exp_1105	25107895	NOTCH1	COL1A1	18128	12842	mouse	mouse	perturbation	cell_line	CLO_0007219	not_applicable	not_applicable	activation
tri_23097	exp_0450	25107895	NOTCH1	COL1A1	18128	12842	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_23098	exp_1108	25107895	NOTCH1	COL1A2	4851	1278	human	human	perturbation	cell_line	CLO_0007865	not_applicable	not_applicable	activation
tri_23098	exp_0453	25107895	NOTCH1	COL1A2	4851	1278	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_23098	exp_1106	25107895	NOTCH1	COL1A2	18128	12843	mouse	mouse	perturbation	cell_line	CLO_0007219	not_applicable	not_applicable	activation
tri_23098	exp_0451	25107895	NOTCH1	COL1A2	18128	12843	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_23099	exp_2762	16869730	NOTCH1	BGLAP	18128	12097	mouse	mouse	perturbation	cell_line	CLO_0009142	not_applicable	not_applicable	repression
tri_23100	exp_3573	23326414	NOTCH1	HES7	18128	84653	mouse	mouse	reporter	cell_line	EFO_0002816	not_applicable	unknown	activation
tri_06819	exp_0290	21483830	GLI2	XIAP	2736	331	human	human	binding	cell_line	BTO_0003310	not_applicable	proximal	not_applicable
tri_06819	exp_0291	21483830	GLI2	XIAP	2736	331	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_06819	exp_0292	21483830	GLI2	XIAP	2736	331	human	human	perturbation	cell_line	BTO_0003310	not_applicable	not_applicable	activation
tri_07281	exp_2733	16571352	GLI2	PTCH1	14633	19206	mouse	mouse	perturbation	primary_cell	CL_2000042	E13	not_applicable	activation
tri_09459	exp_4043	15614767	GLI2	FGF19	14633	14170	mouse	mouse	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_09459	exp_2685	15614767	GLI2	FGF19	14633	14170	mouse	mouse	perturbation	cell_line	EFO_0002816	not_applicable	not_applicable	activation
tri_09459	exp_2684	15614767	GLI2	FGF19	14633	14170	mouse	mouse	reporter	cell_line	EFO_0002816	not_applicable	unknown	activation
tri_09462	exp_2732	16571352	GLI2	GLI1	14633	14632	mouse	mouse	perturbation	primary_cell	CL_2000042	E13	not_applicable	activation
tri_19316	exp_3346	21559470	GLI2	ASCL1	14633	17172	mouse	mouse	binding	cell_line	CLO_0008302	not_applicable	unknown	not_applicable
tri_19316	exp_3347	21559470	GLI2	ASCL1	14633	17172	mouse	mouse	perturbation	cell_line	CLO_0008302	not_applicable	not_applicable	activation
tri_19316	exp_3345	21559470	GLI2	ASCL1	14633	17172	mouse	mouse	reporter	cell_line	CLO_0001230	not_applicable	unknown	activation
tri_22897	exp_3525	23110168	GLI2	GAST	2736	2520	human	human	binding	cell_line	CLO_0001686	not_applicable	unknown	not_applicable
tri_22897	exp_3526	23110168	GLI2	GAST	2736	2520	human	human	reporter	cell_line	CLO_0001686	not_applicable	unknown	repression
tri_22897	exp_3527	23110168	GLI2	GAST	14633	14459	mouse	mouse	perturbation	primary_tissue	UBERON_0001165	unknown	not_applicable	repression
tri_22898	exp_2734	16571352	GLI2	HIP1	14633	215114	mouse	mouse	perturbation	primary_cell	CL_2000042	E13	not_applicable	activation
tri_22899	exp_2310	28035348	GLI2	NEK2	2736	4751	human	human	binding	cell_line	CUSTOM_CaES-17_cell	not_applicable	proximal	not_applicable
tri_22899	exp_2311	28035348	GLI2	NEK2	2736	4751	human	human	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_22900	exp_0746	17026983	GLI2	NKX2-2	14633	18088	mouse	mouse	perturbation	primary_tissue	UBERON_0002240	E10.5	not_applicable	activation
tri_22901	exp_0411	24086482	GLI2	TERT	2736	7015	human	human	binding	cell_line	CLO_0004283	not_applicable	proximal	not_applicable
tri_22901	exp_0413	24086482	GLI2	TERT	2736	7015	human	human	perturbation	cell_line	CLO_007059	not_applicable	not_applicable	activation
tri_22901	exp_0412	24086482	GLI2	TERT	2736	7015	human	human	reporter	cell_line	CLO_0004283	not_applicable	proximal	activation
tri_04594	exp_0062	16126178	TCF4	IL2RA	6925	3559	human	human	binding	cell_line	CLO_0007043	not_applicable	proximal	not_applicable
tri_04594	exp_0063	16126178	TCF4	IL2RA	6925	3559	human	human	reporter	cell_line	CLO_0007043	not_applicable	proximal	repression
tri_04594	exp_0064	16126178	TCF4	IL2RA	6925	3559	human	human	reporter	cell_line	CUSTOM_B3D5_cell	not_applicable	proximal	repression
tri_07926	exp_0494	25721714	TCF4	CD36	6925	948	human	human	binding	primary_cell	CL_0000235	unknown	unknown	not_applicable
tri_07926	exp_0495	25721714	TCF4	CD36	6925	948	human	human	perturbation	primary_cell	CL_0000235	unknown	not_applicable	activation
tri_17553	exp_2437	11382753	TCF4	MITF	21413	17342	mouse	mouse	perturbation	cell_line	BTO_0000849	not_applicable	not_applicable	repression
tri_17553	exp_2436	11382753	TCF4	MITF	21413	17342	mouse	mouse	reporter	cell_line	BTO_0000849	not_applicable	unknown	repression
tri_19871	exp_0963	21394759	MECP2	FXYD1	17257	56188	mouse	mouse	binding	primary_tissue	UBERON_0001870	P21	proximal	not_applicable
tri_19871	exp_0964	21394759	MECP2	FXYD1	17257	56188	mouse	mouse	perturbation	primary_tissue	UBERON_0001870	P21	not_applicable	repression
tri_19881	exp_3600	23493374	MECP2	SLC2A3	17257	20527	mouse	mouse	binding	primary_cell	CL_0000540	P14	proximal	not_applicable
tri_19881	exp_3602	23493374	MECP2	SLC2A3	17257	20527	mouse	mouse	perturbation	cell_line	BTO_0003037	not_applicable	not_applicable	activation
tri_19881	exp_3601	23493374	MECP2	SLC2A3	17257	20527	mouse	mouse	reporter	cell_line	BTO_0003037	not_applicable	proximal	activation
tri_23019	exp_3694	24990928	MECP2	EHMT2	4204	110147	human	mouse	perturbation	primary_tissue	UBERON_0001876	unknown	not_applicable	repression
tri_23019	exp_3692	24990928	MECP2	EHMT2	17257	110147	mouse	mouse	binding	primary_tissue	UBERON_0001876	unknown	proximal	not_applicable
tri_23019	exp_3693	24990928	MECP2	EHMT2	17257	110147	mouse	mouse	perturbation	primary_tissue	UBERON_0001876	unknown	not_applicable	repression
tri_23020	exp_0917	20504995	MECP2	SLC25A4	17257	11739	mouse	mouse	binding	primary_tissue	UBERON_0002037	P152	proximal	not_applicable
tri_23020	exp_0918	20504995	MECP2	SLC25A4	17257	11739	mouse	mouse	perturbation	primary_tissue	UBERON_0002037	P152	not_applicable	repression
tri_23020	exp_0919	20504995	MECP2	SLC25A4	17257	11739	mouse	mouse	perturbation	primary_tissue	UBERON_0000955	P152	not_applicable	repression
tri_23020	exp_0921	20504995	MECP2	SLC25A4	17257	11739	mouse	mouse	perturbation	cell_line	CLO_0008154	not_applicable	not_applicable	repression
tri_23021	exp_1920	21824415	MECP2	PCDHB1	4204	29930	human	human	binding	cell_line	CLO_0009015	not_applicable	proximal	not_applicable
tri_23021	exp_1922	21824415	MECP2	PCDHB1	4204	29930	human	human	perturbation	cell_line	CLO_0009015	not_applicable	not_applicable	repression
tri_23021	exp_1921	21824415	MECP2	PCDHB1	4204	29930	human	human	reporter	cell_line	CLO_0009015	not_applicable	proximal	repression
tri_23021	exp_1926	21824415	MECP2	PCDHB1	17257	93872	mouse	mouse	perturbation	primary_tissue	UBERON_0001870	unknown	not_applicable	repression
tri_23022	exp_1923	21824415	MECP2	PCDH7	4204	5099	human	human	binding	cell_line	CLO_0009015	not_applicable	proximal	not_applicable
tri_23022	exp_1925	21824415	MECP2	PCDH7	4204	5099	human	human	perturbation	cell_line	CLO_0009015	not_applicable	not_applicable	repression
tri_23022	exp_1924	21824415	MECP2	PCDH7	4204	5099	human	human	reporter	cell_line	CLO_0009015	not_applicable	proximal	repression
tri_23022	exp_1927	21824415	MECP2	PCDH7	17257	54216	mouse	mouse	perturbation	primary_tissue	UBERON_0001870	unknown	not_applicable	repression
tri_23324	exp_3263	20947825	TCF4	CDKN1A	6925	1026	human	human	reporter	primary_cell	CL_0000359	unknown	unknown	activation
tri_23324	exp_3262	20947825	TCF4	CDKN1A	21413	12575	mouse	mouse	binding	primary_cell	CL_0000359	unknown	unknown	not_applicable
tri_23325	exp_2435	11382753	TCF4	DCT	21413	13190	mouse	mouse	perturbation	cell_line	BTO_0000849	not_applicable	not_applicable	repression
tri_23325	exp_2434	11382753	TCF4	DCT	21413	13190	mouse	mouse	reporter	cell_line	BTO_0000849	not_applicable	unknown	repression
tri_23326	exp_1460	17335794	TCF4	LEF1	6925	51176	human	human	binding	primary_tissue	UBERON_0004802	P0	proximal	not_applicable
tri_23326	exp_1461	17335794	TCF4	LEF1	6925	51176	human	human	reporter	cell_line	CLO_0002596	not_applicable	proximal	activation
tri_23327	exp_3872	27752241	TCF4	BMP7	21413	12162	mouse	mouse	binding	primary_tissue	UBERON_0001950	E14.5	unknown	not_applicable
tri_23327	exp_3874	27752241	TCF4	BMP7	21413	12162	mouse	mouse	perturbation	primary_cell	EFO_0004039	E12.5	not_applicable	repression
tri_23327	exp_3873	27752241	TCF4	BMP7	21413	12162	mouse	mouse	reporter	cell_line	CLO_0001230	not_applicable	unknown	repression
tri_23328	exp_2431	11382753	TCF4	TYR	21413	22173	mouse	mouse	perturbation	cell_line	BTO_0000849	not_applicable	not_applicable	repression
tri_23328	exp_2430	11382753	TCF4	TYR	21413	22173	mouse	mouse	reporter	cell_line	BTO_0000849	not_applicable	unknown	repression
tri_23329	exp_2433	11382753	TCF4	TYRP1	21413	22178	mouse	mouse	perturbation	cell_line	BTO_0000849	not_applicable	not_applicable	repression
tri_23329	exp_2432	11382753	TCF4	TYRP1	21413	22178	mouse	mouse	reporter	cell_line	BTO_0000849	not_applicable	unknown	repression
tri_05037	exp_1614	19171877	TAL1	LMO2	21349	16909	mouse	mouse	reporter	cell_line	CLO_0051650	not_applicable	proximal	activation
tri_06157	exp_1450	16763211	TAL1	NFE2	6886	4778	human	human	binding	cell_line	CLO_0007668	not_applicable	unknown	not_applicable
tri_06157	exp_1451	16763211	TAL1	NFE2	6886	4778	human	human	binding	cell_line	CLO_0007059	not_applicable	unknown	not_applicable
tri_06157	exp_1452	16763211	TAL1	NFE2	6886	4778	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_06157	exp_1453	16763211	TAL1	NFE2	21349	18022	mouse	mouse	perturbation	primary_cell	CL_0000233	unknown	not_applicable	activation
tri_21980	exp_2722	16368887	TAL1	CCND1	21349	12443	mouse	mouse	binding	cell_line	EFO_0002937	not_applicable	unknown	not_applicable
tri_21980	exp_2723	16368887	TAL1	CCND1	21349	12443	mouse	mouse	reporter	cell_line	EFO_0002887	not_applicable	unknown	activation
tri_21984	exp_3568	23319051	TAL1	PDZK1IP1	21349	67182	mouse	mouse	perturbation	primary_tissue	UBERON_0002106	E12.5	not_applicable	activation
tri_21984	exp_3569	23319051	TAL1	PDZK1IP1	21349	67182	mouse	mouse	perturbation	primary_tissue	UBERON_0002371	E12.5	not_applicable	activation
tri_22800	exp_0464	25411851	EGR4	SYNPO	1961	11346	human	human	binding	cell_line	CLO_0051650	not_applicable	unknown	not_applicable
tri_22800	exp_0466	25411851	EGR4	SYNPO	1961	11346	human	human	perturbation	cell_line	CLO_0037043	not_applicable	not_applicable	activation
tri_22800	exp_0467	25411851	EGR4	SYNPO	1961	11346	human	human	perturbation	cell_line	CLO_0051650	not_applicable	not_applicable	activation
tri_22800	exp_0465	25411851	EGR4	SYNPO	1961	11346	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_22801	exp_0460	25411851	EGR4	DLX5	1961	1749	human	human	binding	cell_line	CLO_0051650	not_applicable	unknown	not_applicable
tri_22801	exp_0462	25411851	EGR4	DLX5	1961	1749	human	human	perturbation	cell_line	CLO_0037043	not_applicable	not_applicable	activation
tri_22801	exp_0463	25411851	EGR4	DLX5	1961	1749	human	human	perturbation	cell_line	CLO_0051650	not_applicable	not_applicable	activation
tri_22801	exp_0461	25411851	EGR4	DLX5	1961	1749	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_22802	exp_0468	25411851	EGR4	RAB15	1961	376267	human	human	binding	cell_line	CLO_0051650	not_applicable	unknown	not_applicable
tri_22802	exp_0470	25411851	EGR4	RAB15	1961	376267	human	human	perturbation	cell_line	CLO_0037043	not_applicable	not_applicable	activation
tri_22802	exp_0471	25411851	EGR4	RAB15	1961	376267	human	human	perturbation	cell_line	CLO_0051650	not_applicable	not_applicable	activation
tri_22802	exp_0469	25411851	EGR4	RAB15	1961	376267	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_22803	exp_0472	25411851	EGR4	SAMD5	1961	389432	human	human	binding	cell_line	CLO_0051650	not_applicable	unknown	not_applicable
tri_22803	exp_0474	25411851	EGR4	SAMD5	1961	389432	human	human	perturbation	cell_line	CLO_0037043	not_applicable	not_applicable	activation
tri_22803	exp_0475	25411851	EGR4	SAMD5	1961	389432	human	human	perturbation	cell_line	CLO_0051650	not_applicable	not_applicable	activation
tri_22803	exp_0473	25411851	EGR4	SAMD5	1961	389432	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_22804	exp_0476	25411851	EGR4	PTHLH	1961	5744	human	human	binding	cell_line	CLO_0051650	not_applicable	unknown	not_applicable
tri_22804	exp_0478	25411851	EGR4	PTHLH	1961	5744	human	human	perturbation	cell_line	CLO_0051650	not_applicable	not_applicable	activation
tri_22804	exp_0477	25411851	EGR4	PTHLH	1961	5744	human	human	reporter	cell_line	CLO_0051650	not_applicable	unknown	activation
tri_23320	exp_1446	16621969	TAL1	PTPRU	6886	10076	human	human	binding	cell_line	CLO_0007043	not_applicable	unknown	not_applicable
tri_23320	exp_1447	16621969	TAL1	PTPRU	6886	10076	human	human	perturbation	cell_line	CLO_0007043	not_applicable	not_applicable	repression
tri_23321	exp_0031	14749362	TAL1	GYPA	6886	2993	human	human	binding	cell_line	CLO_0009325	not_applicable	unknown	not_applicable
tri_23321	exp_0032	14749362	TAL1	GYPA	6886	2993	human	human	binding	in-vitro	not_applicable	not_applicable	unknown	not_applicable
tri_23321	exp_0034	14749362	TAL1	GYPA	6886	2993	human	human	perturbation	cell_line	CLO_0009325	not_applicable	not_applicable	activation
tri_23321	exp_0639	14749362	TAL1	GYPA	6886	2993	human	human	reporter	cell_line	CLO_0008172	not_applicable	unknown	activation
tri_23321	exp_0033	14749362	TAL1	GYPA	21349	14934	mouse	mouse	perturbation	primary_tissue	UBERON_0002107	E14.5	not_applicable	activation
tri_23322	exp_1827	21261500	TAL1	MEF2C	6886	4208	human	human	perturbation	cell_line	CLO_0007043	not_applicable	not_applicable	activation
tri_23323	exp_1448	16621969	TAL1	RPS3A	6886	6189	human	human	binding	cell_line	CLO_0007043	not_applicable	unknown	not_applicable
tri_23323	exp_1449	16621969	TAL1	RPS3A	6886	6189	human	human	perturbation	cell_line	CLO_0007043	not_applicable	not_applicable	repression
tri_01301	exp_0348	22303449	GATA4	FGF10	2626	2255	human	human	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
tri_01301	exp_0985	22303449	GATA4	FGF10	2626	2255	human	human	reporter	cell_line	CLO_0002120	not_applicable	proximal	activation
tri_06306	exp_0402	24041570	NFYA	HSPA1A	4800	193740	human	mouse	binding	in-vitro	not_applicable	not_applicable	proximal	not_applicable
